state rawpoll_johnson adjpoll_johnson
Georgia 8.0 5.29597
Iowa 9.0 5.630104
"North Carolina" 7.0 5.351995
"New Hampshire" 10.0 7.383026
Pennsylvania 8.0 5.160413
Ohio 7.0 5.011841
Virginia 6.0 4.011841
U.S. 6.0 4.351995
Florida 4.0 1.487712
U.S. 9.0 5.538976
Utah 5.0 3.189658
U.S. 6.6 6.592031
U.S. 5.0 4.406551
Florida 6.0 3.338285
Nevada 5.0 4.174792
Arizona 12.0 7.302505
"New Hampshire" 6.0 3.252794
U.S. 6.0 3.474303
Connecticut 9.0 5.290822
Pennsylvania 5.0 2.589782
Florida 6.0 3.421228
"New York" 8.0 3.713748
Texas 9.9 6.330857
U.S. 6.0 3.105899
Iowa 8.0 5.178931
Iowa 10.0 6.160337
"West Virginia" 2.77 2.249269
U.S. 9.0 5.826282
"Maine CD-1" 7.9 5.600039
"South Carolina" 3.4 0.510172
Georgia 6.0 2.502746
Arkansas 5.0 1.502746
"Maine CD-2" 10.7 8.400039
Georgia 9.0 5.498275
Wisconsin 11.0 6.760117
Michigan 8.0 4.271595
Kansas 8.0 5.299943
U.S. 6.6 6.449963
Florida 9.0 4.681931
U.S. 4.2 3.004164
U.S. 8.0 4.791564
Maine 9.0 6.700039
"North Carolina" 6.0 2.477661
"New Jersey" 5.0 1.290822
"South Dakota" 8.32 7.799269
Delaware 5.4 4.87927
Kansas 8.0 5.209223
"New Hampshire" 15.0 10.30251
Colorado 10.0 6.498275
Colorado 13.0 9.502746
Iowa 10.0 6.498275
Virginia 8.0 4.601637
Michigan 9.0 5.247202
Virginia 8.0 4.498275
Pennsylvania 4.0 1.502554
U.S. 5.6 4.271009
Illinois 4.05 0.48255
"South Carolina" 7.0 3.002254
Hawaii 4.78 4.25927
Wisconsin 11.0 7.820467
Maine 2.68 2.159269
"New Jersey" 6.0 1.971765
Colorado 10.0 8.151198
California 2.0 -1.155565
"North Dakota" 8.0 5.400142
Nevada 5.0 2.474895
Washington 14.0 10.84444
Vermont 5.48 4.95927
Nevada 8.0 5.147114
Illinois 6.4 3.220467
"North Dakota" 5.97 5.449269
U.S. 6.9 6.607491
Nevada 8.0 3.302505
Colorado 7.0 5.573951
Colorado 12.0 8.957198
Wyoming 3.51 2.989269
Florida 3.0 0.3990651
Vermont 13.0 9.290822
Ohio 11.0 6.369838
"North Carolina" 9.0 4.369838
Pennsylvania 8.0 3.369838
Nevada 7.0 2.369838
Alaska 8.88 8.359269
Virginia 11.0 7.617719
"New Hampshire" 6.17 5.649269
Pennsylvania 10.0 5.533543
"New York" 8.2 4.447778
U.S. 6.8 5.331444
Ohio 8.0 4.125304
Florida 1.0 -0.7632139
Maine 12.0 8.942473
Florida 5.3 3.285628
Arizona 8.0 4.844435
"Maine CD-2" 8.0 5.153512
Texas 9.0 4.859652
"West Virginia" 4.0 0.78934
"District of Columbia" 4.0 0.9078615
Alaska 16.0 12.90786
"North Carolina" 10.0 6.114424
"District of Columbia" 1.93 1.409269
California 10.0 6.202565
U.S. 6.8 6.385911
Arizona 8.0 5.575381
Illinois 3.9 1.182311
"Maine CD-1" 9.0 6.153512
Iowa 8.0 4.254417
Arizona 5.0 3.618539
U.S. 8.0 5.836121
"New Hampshire" 8.0 7.836762
Utah 12.0 7.775136
"New Mexico" 16.0 13.08094
Wyoming 9.0 5.907861
Massachusetts 9.0 5.290822
Wyoming 10.0 7.200282
"South Carolina" 3.0 0.0193251
Pennsylvania 5.0 4.836762
Nevada 8.0 7.836762
"North Carolina" 5.0 4.836762
Ohio 4.0 3.836762
Florida 2.0 1.836762
U.S. 5.0 3.748681
Florida 3.0 1.351996
Arkansas 3.0 0.395596
U.S. 9.0 4.906105
"New Mexico" 12.0 11.6882
Massachusetts 9.0 4.827538
"Rhode Island" 4.07 3.549269
Minnesota 6.0 2.116711
U.S. 8.0 5.022889
Nevada 5.0 1.844435
"North Carolina" 5.0 1.859684
U.S. 7.3 5.702779
Michigan 4.5 4.045363
Pennsylvania 14.0 9.113469
U.S. 7.0 3.853918
Oregon 11.0 6.485996
Virginia 6.0 3.6489
"South Dakota" 11.0 7.907861
"Rhode Island" 8.0 4.907861
Texas 4.23 1.964348
Montana 9.0 5.907861
Delaware 7.0 3.907861
Louisiana 6.0 3.938938
Mississippi 5.0 1.907861
U.S. 5.0 2.246893
U.S. 6.6 6.064229
"New Hampshire" 11.0 7.907861
Arizona 12.0 7.917472
U.S. 8.0 3.509444
Kentucky 7.4 3.439668
"West Virginia" 6.0 2.907861
Maryland 7.0 3.907861
"North Dakota" 10.0 6.907861
Oklahoma 6.0 3.491154
Oklahoma 10.0 6.907861
Hawaii 8.0 4.907861
U.S. 4.7 1.94091
Maryland 6.0 2.617279
Vermont 9.0 5.907861
"North Carolina" 6.0 3.959429
Nebraska 9.0 5.907861
Iowa 7.0 4.944061
Arkansas 6.0 2.907861
Alaska 9.0 6.576738
Ohio 4.0 1.942558
U.S. 7.5 5.775593
Idaho 15.0 11.90786
U.S. 5.7 5.050171
Tennessee 6.0 2.907861
Indiana 12.0 8.907862
Louisiana 7.5 4.022496
U.S. 5.0 4.09946
"New Hampshire" 6.0 5.708097
Connecticut 6.0 2.907861
California 7.0 2.735748
Louisiana 5.0 1.907861
Florida 5.0 3.066072
Missouri 4.0 2.998349
Alabama 6.0 2.907861
Missouri 10.0 6.907861
Nevada 8.0 7.708097
Iowa 9.0 5.907861
Washington 9.0 5.907861
"New Mexico" 19.0 15.90786
Ohio 14.0 10.08329
"New Jersey" 4.0 0.9078615
Maine 7.0 3.907861
Wisconsin 7.0 3.855916
Kentucky 7.0 3.907861
Illinois 8.0 4.907861
U.S. 3.0 2.836762
"Rhode Island" 8.0 4.290822
U.S. 8.0 6.133526
Michigan 10.0 5.814278
Kansas 12.0 8.907862
Ohio 7.0 5.066072
Massachusetts 5.0 1.907861
U.S. 5.4 4.651166
Pennsylvania 6.0 2.855387
Illinois 8.0 4.400771
Idaho 6.67 5.336159
U.S. 5.6 4.369368
Pennsylvania 9.0 5.083292
Nevada 11.0 7.907861
Florida 8.0 4.083292
Missouri 7.0 3.502746
"North Carolina" 15.0 11.08329
"North Carolina" 6.0 2.85783
"West Virginia" 7.45 6.116158
Minnesota 9.0 5.907861
Oregon 8.0 4.907861
Indiana 11.0 6.712595
"South Dakota" 7.53 6.196159
Wisconsin 8.0 4.907861
"Maine CD-2" 10.4 7.62331
Utah 7.0 3.810775
Florida 8.0 4.048952
"North Carolina" 4.0 1.715848
Texas 6.0 3.529847
U.S. 5.4 4.558393
U.S. 5.0 5.109482
"Maine CD-1" 7.3 4.52331
Michigan 5.4 3.027215
"New Hampshire" 7.0 6.580912
Arizona 9.0 5.907861
"South Carolina" 5.0 1.439706
U.S. 8.4 6.391053
"North Carolina" 7.0 5.271187
Nevada 8.3 6.966159
Nevada 9.0 8.580912
Arkansas 6.66 5.326159
Maine 12.0 8.290822
Wyoming 9.51 8.176159
"North Carolina" 4.0 1.918777
Nebraska 7.41 6.076159
Vermont 8.95 7.616158
U.S. 4.0 1.808099
U.S. 5.7 4.399623
"South Carolina" 5.0 2.223088
Maine 7.57 6.236159
Oklahoma 8.99 7.656158
Louisiana 6.36 5.026159
"North Carolina" 7.0 3.907861
Colorado 11.0 7.907861
Alaska 10.35 9.016159
"South Carolina" 6.0 2.907861
"New Mexico" 11.78 10.44616
"North Carolina" 7.0 3.861668
U.S. 5.8 4.868555
Montana 7.51 6.176159
Mississippi 4.59 3.256159
Virginia 8.0 4.896813
Michigan 8.0 4.907861
Ohio 8.0 4.542468
"North Carolina" 9.0 4.917473
U.S. 9.0 6.49086
Michigan 6.5 2.745779
Georgia 5.0 3.046511
Arizona 5.0 3.136741
U.S. 6.37 5.036159
Oregon 10.0 5.155453
"North Dakota" 6.22 4.886158
U.S. 7.7 5.569473
Kentucky 9.4 8.066158
U.S. 13.0 9.313189
U.S. 9.0 6.617544
Connecticut 3.81 2.476159
U.S. 5.0 3.954124
U.S. 5.0 3.348454
"Maine CD-2" 14.0 10.29082
"Maine CD-1" 9.3 5.590822
U.S. 4.0 3.708097
Ohio 9.0 5.907861
Texas 8.0 4.907861
Ohio 10.0 6.873468
"South Carolina" 7.0 3.884117
Maine 8.8 6.02331
Virginia 8.0 4.907861
U.S. 6.0 4.986693
Missouri 8.0 4.864666
U.S. 5.9 4.541638
U.S. 7.0 2.933794
Oregon 6.31 4.976159
Kansas 9.2 7.866158
"New York" 4.0 0.9078615
"South Carolina" 6.97 5.636158
Tennessee 5.45 4.116158
Florida 8.0 3.428634
"District of Columbia" 7.4 6.066159
U.S. 9.3 5.022579
Virginia 12.0 7.687624
Iowa 8.71 7.376159
"Rhode Island" 7.94 6.606159
U.S. 9.0 5.76199
Alabama 3.12 1.786159
U.S. 7.2 4.947792
Hawaii 7.57 6.236159
U.S. 11.0 6.40614
U.S. 5.0 4.296371
Pennsylvania 6.0 2.907861
Georgia 10.1 6.678881
Florida 2.0 1.296371
"North Carolina" 6.0 5.296371
Ohio 6.0 5.296371
Pennsylvania 5.0 4.296371
Delaware 5.64 4.306159
U.S. 5.6 4.517375
Georgia 5.7 3.449509
U.S. 8.0 4.551058
Massachusetts 5.97 4.636158
U.S. 8.0 4.426227
U.S. 7.3 4.933734
U.S. 5.0 3.079453
U.S. 5.8 4.378607
"District of Columbia" 4.0 0.6233211
Florida 3.9 1.100334
Georgia 5.31 3.976159
Mississippi 3.0 -0.416466
"New Hampshire" 10.0 5.685199
Iowa 10.0 5.685199
Florida 6.0 2.539229
Maryland 5.74 4.406158
Michigan 3.0 2.27611
"New Hampshire" 5.36 4.026159
U.S. 5.7 4.544425
California 7.0 3.907861
Colorado 6.6 5.266159
Maine 6.56 4.677061
"West Virginia" 10.0 5.746379
U.S. 7.7 5.234728
Alaska 16.0 12.62332
Florida 5.0 1.907861
Wyoming 9.0 5.623321
Alaska 9.09 7.207061
Iowa 12.0 6.728753
U.S. 8.0 5.290873
Colorado 15.0 9.671217
Virginia 12.0 6.671217
U.S. 10.0 4.666089
"North Carolina" 6.0 4.747274
Ohio 6.0 4.747274
Florida 4.0 2.747274
Pennsylvania 6.0 4.747274
Washington 6.55 5.216159
U.S. 4.0 3.580912
"New York" 6.0 3.104349
"South Dakota" 11.0 7.623321
Maine 10.0 7.104349
Arizona 6.8 5.466159
"New Hampshire" 4.48 2.597061
Delaware 12.04 10.15706
Indiana 10.0 6.915481
Minnesota 8.21 6.876159
Georgia 8.0 5.104349
Montana 9.0 5.623321
"North Dakota" 12.0 8.623322
"New Mexico" 18.0 13.6852
Michigan 6.06 4.726159
Georgia 8.0 4.907861
U.S. 6.0 4.82097
U.S. 5.9 4.409964
Nebraska 11.0 7.623321
"West Virginia" 7.0 3.623321
Nevada 9.0 4.685199
U.S. 8.0 3.82562
Virginia 7.69 6.356159
U.S. 7.3 4.741956
Mississippi 5.0 2.303277
Florida 6.0 2.935928
U.S. 6.0 3.712152
"Rhode Island" 8.0 5.303277
"Rhode Island" 7.0 3.623321
Florida 2.0 0.151199
"New Hampshire" 12.0 9.303276
Vermont 9.0 6.303277
Delaware 8.0 4.623321
Indiana 7.47 6.136158
Hawaii 4.87 2.987061
Missouri 8.85 7.516159
Wisconsin 6.39 5.056159
Oklahoma 11.0 7.623321
Hawaii 7.0 4.303277
Delaware 6.0 3.303277
Montana 11.0 8.303276
Maryland 6.0 3.303277
Arkansas 5.0 2.303277
"New Hampshire" 11.0 6.673598
U.S. 5.0 2.868084
"New York" 6.0 1.804027
Washington 8.0 5.303277
Pennsylvania 5.0 1.548961
"New Jersey" 4.0 1.303277
"North Carolina" 5.85 4.516159
Arkansas 7.0 3.623321
U.S. 8.0 5.352117
Oklahoma 11.0 8.303276
Tennessee 6.0 2.623321
"Rhode Island" 4.1 2.217061
Idaho 11.0 8.303276
Vermont 10.0 6.623321
Maryland 6.0 2.623321
Missouri 8.0 5.478554
Alaska 11.0 8.303276
Idaho 15.0 11.62332
U.S. 10.0 6.944006
"District of Columbia" 4.0 1.303277
Connecticut 4.0 1.303277
Pennsylvania 6.0 3.918777
U.S. 12.0 7.219122
"New Jersey" 4.76 3.426159
Maine 7.0 4.303277
"New Hampshire" 11.0 7.623321
Massachusetts 8.0 5.303277
Indiana 11.0 8.303276
Wyoming 8.0 5.303277
Illinois 8.0 5.303277
Kentucky 8.0 4.623321
Utah 13.0 8.840888
Connecticut 7.0 3.623321
Wisconsin 12.0 7.685199
Louisiana 4.0 0.6233211
Iowa 6.0 3.804957
"West Virginia" 5.0 2.303277
Virginia 11.0 7.24533
Vermont 5.53 3.647061
Alabama 6.0 3.303277
Iowa 10.0 7.303277
"North Carolina" 7.7 3.947249
Alaska 10.0 7.218894
Colorado 6.0 3.533326
Hawaii 8.0 4.623321
Arkansas 10.11 8.227061
U.S. 6.0 3.43032
"North Dakota" 11.0 8.303276
Tennessee 5.0 2.303277
"New Mexico" 18.0 15.30328
Mississippi 4.0 0.6233211
Missouri 9.0 5.623321
Utah 7.0 4.279005
Missouri 10.0 7.303277
"New Hampshire" 14.0 10.29082
Idaho 3.14 1.257061
"South Dakota" 12.0 9.303276
Oregon 7.0 4.303277
Alabama 8.0 4.623321
Indiana 12.0 8.623322
"District of Columbia" 7.31 5.427061
Minnesota 9.0 6.303277
Arizona 7.0 4.12957
Colorado 13.0 9.44341
Idaho 13.0 9.456696
Pennsylvania 3.0 1.271187
Nebraska 10.0 7.303277
Nevada 11.0 8.303276
Ohio 6.33 4.996159
Florida 5.7 1.422579
Florida 8.0 4.741735
Kansas 13.0 10.30328
Iowa 9.0 5.623321
Maine 7.0 3.623321
"South Dakota" 2.15 0.2670614
Wyoming 5.66 3.777061
"New Mexico" 13.27 11.38706
Pennsylvania 6.9 3.145779
Nevada 5.29 3.407061
Louisiana 5.0 2.303277
"West Virginia" 9.31 7.427062
Nebraska 6.66 4.777061
"New Hampshire" 12.0 8.464876
Wisconsin 8.0 5.303277
Kentucky 8.0 5.303277
Mississippi 3.97 2.087061
Pennsylvania 5.53 4.196159
"New Hampshire" 5.0 3.046511
Alaska 11.0 8.429461
U.S. 9.0 5.349173
Washington 9.0 5.623321
U.S. 10.0 6.066971
U.S. 6.0 4.681405
"South Carolina" 6.0 3.303277
Illinois 8.0 4.623321
Louisiana 8.11 6.227061
Illinois 6.7 5.366158
Arizona 8.0 5.303277
"New York" 5.19 3.856159
Ohio 9.8 6.046362
Arizona 8.3 4.455221
"New Mexico" 16.0 14.69714
"New Mexico" 20.0 16.62332
Michigan 5.0 3.395887
"North Dakota" 16.91 15.02706
"New Jersey" 4.0 0.6233211
Colorado 11.0 8.303276
Massachusetts 6.0 2.623321
Nevada 11.0 7.964495
Kansas 11.0 7.623321
Oklahoma 11.55 9.667062
Virginia 15.0 10.23596
Oregon 9.0 5.623321
Wisconsin 9.0 5.623321
Texas 7.46 6.126159
Ohio 12.0 6.728753
"New York" 4.0 1.303277
"North Carolina" 8.0 5.303277
U.S. 7.0 4.120747
Michigan 11.0 6.685199
Pennsylvania 9.0 3.728753
California 5.41 4.076159
Minnesota 8.0 4.623321
Kentucky 5.4 3.517061
Nevada 4.8 1.72628
U.S. 8.5 6.74724
"South Carolina" 5.4 3.517061
Texas 7.0 4.303277
Michigan 8.0 5.303277
"North Carolina" 9.0 4.685199
Arizona 10.0 5.685199
Virginia 9.0 5.732149
Virginia 8.0 5.303277
Ohio 9.0 6.303277
Nevada 10.0 6.623321
Utah 7.0 3.477692
Montana 5.86 3.977061
Kansas 6.51 4.627061
U.S. 10.0 4.807831
Oregon 5.83 3.947061
Connecticut 7.17 5.287061
Florida 5.71 4.376159
Pennsylvania 6.0 3.303277
Iowa 9.15 7.267061
Colorado 16.0 12.15575
Iowa 12.0 8.155749
Alabama 3.64 1.757061
U.S. 9.0 4.365351
Colorado 12.0 7.685199
U.S. 7.0 4.701386
"North Carolina" 7.0 3.623321
Tennessee 7.1 5.217061
Florida 5.0 2.498431
Ohio 9.0 4.685199
U.S. 6.0 4.55274
Arizona 10.0 6.623321
Massachusetts 6.21 4.327061
California 7.0 4.303277
Georgia 7.0 4.303277
Colorado 11.0 7.623321
Florida 3.0 2.174792
Ohio 6.0 5.174792
Pennsylvania 7.0 6.174792
"North Carolina" 6.0 5.174792
U.S. 5.0 2.22472
Michigan 8.0 4.623321
Delaware 9.0 4.432921
"Maine CD-2" 9.9 5.955143
"South Carolina" 7.0 3.623321
U.S. 6.49 4.607061
Georgia 6.96 5.077061
Florida 6.0 1.524375
Georgia 5.0 2.431063
Florida 5.0 2.303277
Virginia 8.0 3.685199
Georgia 11.0 5.560204
"New Hampshire" 11.46 9.188036
"Maine CD-1" 12.1 8.155145
Arizona 9.0 5.915206
U.S. 10.0 6.668269
Ohio 9.0 5.623321
Virginia 11.0 7.155749
Delaware 5.07 2.798037
"North Dakota" 10.23 7.958036
"District of Columbia" 1.81 -0.4619636
Texas 8.0 3.685199
Alaska 19.0 12.12228
Ohio 6.0 3.944061
Iowa 7.0 1.974752
Maryland 5.26 3.377061
Florida 4.0 3.053111
Pennsylvania 6.0 5.053111
Ohio 6.0 5.053111
"North Carolina" 6.0 5.053111
Wyoming 15.0 8.122278
U.S. 7.0 3.44666
Virginia 9.0 5.623321
"District of Columbia" 3.0 -0.4982587
"South Dakota" 19.0 12.12228
"West Virginia" 3.69 1.418036
Washington 7.33 5.447061
U.S. 5.0 2.339583
U.S. 8.0 5.764375
Alaska 16.0 12.50174
Texas 8.0 4.623321
Iowa 8.0 5.877357
Wyoming 9.0 5.501741
Pennsylvania 8.0 3.685199
Michigan 6.0 4.677312
U.S. 6.4 4.839361
U.S. 5.0 3.939053
Virginia 10.0 5.878494
Colorado 13.0 8.878493
Virginia 6.24 4.357061
U.S. 6.0 4.425554
"South Dakota" 8.63 6.358037
U.S. 6.9 4.81433
"New York" 5.0 1.623321
"South Dakota" 11.0 7.501741
Iowa 6.0 3.381608
Nebraska 15.0 8.122278
Missouri 5.0 3.164904
"North Dakota" 14.0 10.50174
Vermont 6.75 4.478036
Alaska 4.87 2.598036
Hawaii 1.49 -0.7819635
Michigan 2.0 -0.1226425
Vermont 5.0 2.999391
"West Virginia" 6.0 2.501741
Montana 14.0 7.122279
"West Virginia" 12.0 5.122279
Arizona 4.55 2.667061
U.S. 6.7 5.075043
Montana 13.84 11.56804
U.S. 7.0 5.575574
Wyoming 12.22 9.948036
Louisiana 9.0 2.122279
Virginia 10.0 4.974751
Michigan 7.62 5.737061
Idaho 7.98 5.708036
Pennsylvania 6.0 2.623321
Nebraska 10.0 6.501741
Colorado 8.34 6.457061
"North Carolina" 6.35 4.467061
Minnesota 8.59 6.707061
Colorado 13.0 7.974751
Kentucky 5.0 1.153508
Indiana 13.0 6.122279
Montana 8.0 4.501741
Oregon 6.0 3.569304
"New York" 9.0 3.838285
Arizona 3.0 0.9551114
"North Dakota" 16.0 9.122278
"Rhode Island" 2.26 -0.0119635
"Rhode Island" 8.0 4.501741
Delaware 9.0 5.501741
Minnesota 15.0 8.122278
Maine 9.22 6.948037
Indiana 6.2 4.317061
Oklahoma 13.0 6.122279
Nebraska 6.04 3.768036
U.S. 6.7 4.555236
Alabama 8.0 1.122279
Florida 8.3 3.744163
Nevada 10.78 8.508036
U.S. 10.0 4.984134
Kentucky 7.0 0.1222794
Maine 11.1 7.155144
Illinois 5.2 2.313945
Colorado 5.0 2.36906
U.S. 6.0 4.840047
Florida 7.0 2.685199
Vermont 11.0 7.501741
Missouri 7.64 5.757061
Oklahoma 10.0 6.501741
Tennessee 7.0 3.501741
California 7.0 3.623321
Mississippi 6.06 3.788036
Arkansas 9.0 5.501741
Georgia 7.0 3.623321
Arkansas 9.55 7.278037
"New Hampshire" 14.35 11.74803
Idaho 15.0 11.50174
U.S. 5.0 2.465475
Arizona 5.0 3.230517
Pennsylvania 5.0 3.059185
"New Mexico" 14.3 12.02804
Louisiana 5.0 1.501741
Florida 5.0 1.623321
U.S. 6.0 4.283487
Hawaii 9.0 5.501741
"New Hampshire" 10.0 6.501741
Delaware 5.11 2.508029
Connecticut 12.0 5.122279
Maryland 6.0 2.501741
Iowa 3.0 1.395887
Kentucky 7.0 3.501741
U.S. 5.0 4.174792
Tennessee 10.0 3.122279
Maine 15.0 8.122278
Louisiana 6.52 4.248036
Nevada 4.0 2.230517
Missouri 14.0 7.122279
"District of Columbia" 4.88 2.278029
Missouri 9.0 5.501741
Idaho 19.0 12.12228
Wisconsin 8.15 6.267061
Connecticut 7.0 3.501741
Oklahoma 6.91 4.638036
Maine 6.0 2.501741
Mississippi 4.0 0.5017414
U.S. 6.5 4.308193
Florida 9.0 4.584135
Florida 5.0 3.046511
Alabama 8.0 4.501741
Nevada 5.0 2.388467
"New Hampshire" 8.0 4.048328
Indiana 13.0 9.501741
Virginia 7.0 5.230517
"New Jersey" 3.71 1.827061
U.S. 7.6 5.709738
Arkansas 11.0 4.122279
Kansas 8.0 5.317622
U.S. 7.5 5.675494
"Rhode Island" 3.7 1.098029
Iowa 9.0 5.501741
U.S. 7.4 5.374382
U.S. 7.0 5.747274
Ohio 5.4 3.517061
Kansas 6.61 4.338037
Wisconsin 10.0 5.318064
"Rhode Island" 15.0 8.122278
Utah 13.0 8.233776
U.S. 7.9 5.940572
Washington 10.0 6.501741
"New Mexico" 21.0 17.50174
Hawaii 13.99 11.38803
U.S. 6.4 4.152455
"South Carolina" 5.41 3.138036
Georgia 10.8 7.059734
California 10.0 5.925577
Florida 3.8 1.7901
U.S. 7.0 5.141014
Tennessee 6.51 4.238037
Georgia 7.0 4.479074
Montana 4.07 1.468029
Georgia 9.0 4.685199
Vermont 10.0 5.890088
Delaware 12.0 5.122279
Texas 7.82 5.937061
Michigan 7.0 5.12577
Vermont 11.0 4.122279
Massachusetts 6.0 2.501741
"North Dakota" 7.37 4.768029
Oregon 9.0 5.501741
U.S. 8.0 4.536594
Illinois 8.0 4.501741
"New Jersey" 4.0 0.5017414
"New York" 5.27 3.387061
Kansas 11.0 7.501741
Kentucky 7.64 5.368036
Illinois 6.22 4.337061
Illinois 12.0 5.122279
U.S. 11.0 6.468635
Connecticut 6.0 1.760054
California 5.62 3.737061
Hawaii 7.0 0.1222794
Massachusetts 11.0 4.122279
Wisconsin 10.0 6.501741
Minnesota 9.0 5.501741
Nevada 10.0 6.501741
Pennsylvania 7.0 4.043866
Florida 5.25 3.367061
U.S. 5.0 3.150069
Iowa 7.18 4.908036
Utah 7.0 3.331841
Alaska 17.1 14.49803
Connecticut 4.65 2.378036
Maryland 9.0 2.122279
U.S. 6.5 4.208563
Alabama 4.88 2.608037
U.S. 9.0 5.401674
Oregon 11.0 4.122279
"New Jersey" 8.0 1.122279
Nebraska 4.57 1.968029
California 11.0 4.179641
Massachusetts 5.1 2.828036
Idaho 9.66 7.058029
U.S. 7.0 5.019434
Michigan 3.0 0.773573
Massachusetts 4.0 1.075965
Oregon 6.62 4.348036
Mississippi 4.0 -2.877721
"Rhode Island" 4.4 1.33305
Georgia 8.09 5.818037
"North Carolina" 10.0 6.884117
"District of Columbia" 5.14 2.07305
U.S. 7.0 4.240389
"North Carolina" 7.0 3.501741
"New Hampshire" 8.61 5.543049
Maryland 7.85 5.578036
Iowa 16.0 10.1969
Washington 6.97 4.698036
"South Dakota" 6.99 4.388029
Pennsylvania 7.58 5.697061
Texas 2.6 0.0515349
"West Virginia" 3.77 1.168029
Arizona 12.0 8.501741
U.S. 6.0 2.762318
Arkansas 2.85 0.2480292
U.S. 7.01 4.738037
U.S. 10.0 4.921535
Colorado 12.0 8.501741
Oklahoma 6.24 3.638029
Ohio 4.8 2.878314
Vermont 10.26 7.65803
U.S. 7.0 3.98232
Michigan 9.0 5.501741
California 3.0 0.2427236
Minnesota 7.23 4.958036
Mississippi 2.05 -0.5519708
Ohio 8.0 4.501741
"South Carolina" 7.0 3.501741
Washington 16.0 9.122278
"New Hampshire" 14.0 7.122279
"West Virginia" 6.88 3.81305
Missouri 7.76 5.488037
U.S. 7.0 4.897753
Illinois 4.3 1.244582
Michigan 6.68 4.408036
Montana 10.98 7.91305
"New Mexico" 16.1 13.49803
U.S. 7.0 5.098845
Virginia 9.0 5.501741
Alaska 5.49 2.423049
Nevada 12.0 5.122279
Virginia 8.59 6.318037
Ohio 15.0 9.196896
"New Hampshire" 10.0 6.943854
Virginia 8.0 4.606452
Texas 8.0 4.501741
Virginia 11.0 5.196895
Michigan 14.0 8.196896
Vermont 6.65 3.58305
Wyoming 14.56 11.95803
"North Carolina" 10.0 4.196895
Pennsylvania 13.0 7.196896
U.S. 7.0 4.731315
Florida 12.0 6.196896
Indiana 7.76 5.488037
Kansas 5.17 2.568029
U.S. 9.0 4.903633
"New Jersey" 9.0 4.525338
Tennessee 7.0 2.859526
"North Carolina" 5.17 2.898036
Arizona 7.81 5.538036
Maine 2.51 -0.5569503
Hawaii 5.27 2.20305
Connecticut 6.01 3.40803
U.S. 9.0 6.383671
Colorado 11.42 9.148037
Delaware 9.39 6.32305
U.S. 6.0 4.358249
Nevada 8.71 6.108029
Missouri 7.0 4.568091
Ohio 6.0 3.512319
"South Dakota" 2.74 -0.3269503
U.S. 10.0 5.05643
Louisiana 4.46 1.858029
U.S. 6.0 3.837239
"North Dakota" 12.0 8.93305
U.S. 9.0 5.067203
Hawaii 11.85 8.477571
U.S. 9.0 4.575781
Tennessee 7.75 5.148029
Iowa 6.0 2.573258
U.S. 7.0 3.38006
"Rhode Island" 6.31 2.937571
"New York" 5.0 1.501741
Michigan 7.5 3.231396
Wisconsin 6.54 4.268036
"New Mexico" 25.0 18.12228
Idaho 8.17 5.10305
U.S. 9.0 5.617857
Pennsylvania 6.0 2.501741
Wyoming 9.7 6.633049
Pennsylvania 6.87 4.598036
"South Carolina" 5.24 2.638029
Iowa 7.56 4.958029
U.S. 6.0 3.26978
U.S. 6.8 3.816959
U.S. 6.0 4.288504
Alabama 4.17 1.568029
Oregon 7.77 5.168029
"New Jersey" 5.0 1.493778
U.S. 7.0 4.173748
U.S. 11.0 6.199018
Georgia 6.0 3.470351
Illinois 6.1 2.981049
Nebraska 6.88 3.81305
"Maine CD-2" 10.5 6.17462
U.S. 6.0 3.783695
Michigan 8.0 5.23434
Wisconsin 3.0 1.454958
Illinois 7.0 4.072171
Georgia 7.0 3.501741
Maryland 4.95 2.348029
"North Dakota" 14.54 11.16757
"New Jersey" 3.81 1.538036
Iowa 16.0 9.122278
Ohio 7.24 4.968036
Michigan 8.0 3.893636
Oklahoma 10.83 7.76305
"Maine CD-1" 9.4 5.074619
Massachusetts 6.19 3.588029
Wyoming 11.77 8.397572
Wisconsin 13.0 6.122279
Florida 5.0 1.501741
U.S. 6.0 2.180917
California 8.0 4.501741
U.S. 12.0 7.042305
Delaware 12.39 9.017571
Maine 4.64 2.038029
U.S. 6.6 4.268902
Mississippi 4.84 1.77305
U.S. 8.0 5.132487
"District of Columbia" 0.0 -3.372429
U.S. 7.0 5.230519
Missouri 8.0 5.310119
"South Dakota" 11.86 8.487571
"New Mexico" 11.6 8.533051
Alaska 9.92 6.547571
Arizona 4.0 1.523756
U.S. 10.0 4.769368
U.S. 6.1 3.729367
U.S. 5.0 3.506257
Pennsylvania 5.0 1.95483
U.S. 12.0 6.874031
U.S. 8.0 4.485379
Texas 11.0 4.122279
Georgia 7.45 4.848029
U.S. 12.0 6.965545
Florida 6.43 4.158036
"New Hampshire" 12.73 9.064282
"North Carolina" 6.0 3.418913
Kentucky 4.92 1.85305
U.S. 6.7 4.297373
Kansas 8.8 5.73305
Maine 17.14 13.76757
"District of Columbia" 9.39 5.724283
U.S. 6.67 4.068029
U.S. 7.6 5.147833
"South Carolina" 7.62 4.55305
Virginia 6.0 3.204642
"New York" 8.0 1.122279
"West Virginia" 6.76 3.387571
Washington 9.59 6.988029
