state rawpoll_johnson adjpoll_johnson
Minnesota 9.46 5.363715
Tennessee 7.62 3.541873
Massachusetts 7.53 3.451874
U.S. 8.0 3.788296
Maryland 8.62 4.541873
Wisconsin 10.0 5.554374
U.S. 7.3 4.433774
U.S. 9.0 3.406049
"North Carolina" 9.6 5.503716
Virginia 10.23 6.133715
U.S. 6.0 3.582142
Colorado 11.48 7.383715
U.S. 7.0 2.587487
U.S. 7.0 2.621127
U.S. 7.7 4.861123
Florida 8.32 4.252119
"New Jersey" 7.69 3.593715
Georgia 8.54 4.461874
Oklahoma 12.88 8.88027
U.S. 7.0 2.728027
Arizona 8.7 4.603715
Oregon 8.79 4.711874
Missouri 8.19 4.093715
Montana 8.0 4.00027
Arkansas 9.77 5.77027
Michigan 9.75 5.653715
U.S. 7.0 2.659677
U.S. 7.7 4.891803
California 7.93 3.862119
Indiana 8.61 4.513715
U.S. 8.0 3.696064
"New Mexico" 20.47 16.47027
Iowa 6.33 2.251873
Pennsylvania 8.12 4.023715
Louisiana 7.4 3.40027
U.S. 8.0 4.581841
Nebraska 8.92 4.92027
U.S. 8.0 5.753419
U.S. 8.0 3.558182
U.S. 8.7 5.918194
Washington 9.69 5.611873
U.S. 7.7 4.944834
Wisconsin 9.12 5.023715
Kentucky 7.65 3.65027
Ohio 9.55 5.453715
"New York" 6.98 2.883715
Kansas 12.32 8.320269
U.S. 5.8 3.175186
U.S. 8.74 4.661873
U.S. 7.4 4.673896
Florida 8.44 4.343715
"South Carolina" 7.42 3.42027
Connecticut 9.18 5.18027
Minnesota 9.04 4.961874
U.S. 5.9 3.268878
Texas 7.83 3.733715
U.S. 6.2 3.573298
U.S. 10.0 6.948958
U.S. 8.0 3.531426
Virginia 11.18 7.101874
U.S. 5.3 2.660664
U.S. 5.7 3.064445
"North Carolina" 7.87 3.791873
"New Jersey" 7.53 3.451874
U.S. 10.0 4.543186
U.S. 6.0 3.296546
U.S. 6.6 3.976647
California 8.24 4.143715
U.S. 5.2 2.538944
U.S. 5.5 2.849237
U.S. 6.3 3.676661
U.S. 5.0 2.329476
Arizona 11.12 7.041873
Illinois 9.38 5.283715
Indiana 9.81 5.731874
Colorado 10.86 6.781873
U.S. 5.2 2.530338
Alabama 5.69 1.69027
U.S. 7.0 2.400305
Maryland 8.47 4.47027
U.S. 6.0 3.318522
Oregon 6.13 2.13027
Missouri 8.7 4.621873
U.S. 6.0 3.378626
Michigan 7.94 3.861874
U.S. 4.0 1.724218
Pennsylvania 8.22 4.141874
Tennessee 9.62 5.62027
Iowa 10.55 6.55027
Massachusetts 10.02 6.02027
U.S. 9.0 3.598046
Wisconsin 6.76 2.681874
U.S. 7.1 4.4892
U.S. 7.6 4.982545
U.S. 6.2 3.598085
U.S. 9.0 4.500158
Georgia 8.66 4.66027
Washington 6.57 2.57027
U.S. 7.2 4.604844
U.S. 8.0 3.40612
Texas 8.69 4.611873
Ohio 7.48 3.401873
U.S. 8.0 3.40418
"New York" 7.77 3.691873
U.S. 6.0 2.790692
U.S. 7.6 5.00656
U.S. 8.0 3.401581
U.S. 7.0 4.406535
Minnesota 9.02 5.02027
U.S. 7.4 4.820349
U.S. 10.0 4.263735
Florida 7.62 3.541873
U.S. 7.0 2.399927
California 9.69 5.611873
Virginia 12.4 8.400269
Michigan 8.32 4.32027
U.S. 8.59 4.59027
Illinois 8.84 4.761874
U.S. 7.3 4.726974
U.S. 9.0 4.469775
U.S. 7.1 4.535181
Colorado 12.19 8.190269
U.S. 12.0 5.191359
"North Carolina" 8.0 4.183327
U.S. 6.1 3.547482
Arizona 8.23 4.230269
"New Jersey" 6.17 2.17027
"North Carolina" 6.71 2.71027
Indiana 10.97 6.97027
U.S. 5.0 2.454134
U.S. 9.0 4.402294
U.S. 11.0 5.71019
Missouri 10.27 6.27027
California 5.0 -0.6486948
U.S. 4.3 1.758928
U.S. 4.3 1.768142
U.S. 10.0 5.396727
U.S. 4.4 1.872842
U.S. 11.0 5.786412
U.S. 8.0 3.406677
Pennsylvania 7.36 3.36027
U.S. 4.5 1.981009
U.S. 10.0 4.75315
U.S. 6.2 3.684361
U.S. 11.0 4.340039
Wisconsin 7.63 3.63027
U.S. 5.7 3.183336
U.S. 6.2 3.683966
Ohio 8.2 4.20027
"New York" 6.19 2.19027
U.S. 8.0 3.408801
U.S. 6.0 3.482948
U.S. 7.0 2.409477
Texas 7.77 3.77027
Florida 7.23 3.23027
U.S. 6.3 3.781207
U.S. 12.0 6.833986
U.S. 9.0 5.975156
U.S. 11.0 5.855297
U.S. 5.8 3.27978
U.S. 7.0 2.418085
California 8.79 4.79027
Illinois 9.83 5.83027
U.S. 8.1 4.415577
U.S. 5.2 2.677849
U.S. 11.0 4.186037
U.S. 5.5 2.977148
U.S. 5.3 2.775445
U.S. 11.0 5.863818
U.S. 5.1 2.570041
U.S. 7.0 2.426034
U.S. 5.8 3.264647
U.S. 6.0 3.459068
U.S. 6.3 3.76253
U.S. 8.0 3.444265
U.S. 8.0 3.432037
U.S. 6.1 3.553022
U.S. 10.0 4.823984
U.S. 8.0 3.459002
U.S. 5.8 3.249617
U.S. 6.0 1.631407
U.S. 8.0 3.438055
U.S. 5.5 2.946244
U.S. 7.0 2.479196
U.S. 5.6 3.044132
U.S. 7.0 2.662087
U.S. 5.9 3.346814
U.S. 5.0 2.448916
U.S. 5.7 3.143899
U.S. 6.3 3.73733
U.S. 7.0 2.496481
U.S. 6.3 3.730749
U.S. 6.0 3.421346
U.S. 6.0 1.688479
U.S. 7.4 4.812184
U.S. 8.0 3.514614
U.S. 7.0 4.405582
U.S. 6.7 4.099254
U.S. 7.0 2.604059
U.S. 9.0 4.532888
U.S. 11.0 4.213894
U.S. 8.0 3.55798
U.S. 9.4 5.324701
U.S. 6.0 1.58342
U.S. 6.8 4.192511
U.S. 8.0 4.879824
U.S. 7.1 4.485677
U.S. 8.0 4.839715
U.S. 11.0 4.314745
U.S. 7.0 2.715118
U.S. 6.0 1.744181
U.S. 10.0 4.779106
U.S. 6.0 1.76683
U.S. 6.5 3.878121
U.S. 10.4 6.329823
U.S. 10.0 4.63029
U.S. 10.0 3.496975
U.S. 8.2 5.571176
U.S. 9.0 2.601378
U.S. 10.0 3.628802
U.S. 9.8 5.965876
U.S. 10.0 3.658676
U.S. 11.0 4.720283
U.S. 9.0 2.733348
U.S. 9.0 2.701057
U.S. 9.0 2.714671
U.S. 9.0 2.651395
U.S. 9.0 2.616379
U.S. 6.0 1.76683
Pennsylvania 9.0 4.852516
Pennsylvania 9.0 4.817004
Utah 8.4 7.895099
Ohio 7.0 2.852517
Utah 10.89 9.023567
Utah 8.38 4.729548
"North Carolina" 4.0 1.602659
Wisconsin 9.0 4.476145
Florida 4.0 1.513875
Florida 7.0 2.015883
California 7.0 3.225678
Utah 13.75 9.750269
"North Carolina" 7.0 2.015883
Kansas 8.0 5.516521
Utah 16.75 13.39307
Pennsylvania 6.0 3.513875
Utah 13.0 10.44021
Utah 16.0 12.91461
"North Carolina" 3.0 0.4000751
Florida 7.0 2.852517
Utah 23.0 16.19134
U.S. 6.0 1.788807
Wisconsin 8.0 3.738475
Utah 10.0 6.291119
"North Carolina" 7.0 4.688231
Utah 9.31 5.434916
Utah 14.51 11.45896
Utah 15.32 11.25212
Utah 12.93 8.851873
"North Carolina" 9.0 3.718077
Ohio 9.0 4.015882
Florida 7.0 3.347152
Utah 11.45 8.864471
Pennsylvania 7.0 3.347152
Florida 9.0 3.718077
Florida 7.0 2.817005
Utah 10.92 8.664734
Utah 13.26 9.163715
Utah 6.33 5.012764
Utah 16.0 13.29097
Ohio 8.0 3.817005
U.S. 6.18 5.687949
U.S. 3.0 3.348696
Virginia 6.0 6.348697
U.S. 4.2 3.23377
U.S. 6.0 3.638172
Florida 2.0 1.731254
U.S. 7.0 6.137082
Pennsylvania 3.0 3.421827
U.S. 5.0 4.242413
U.S. 6.3 6.426745
U.S. 7.0 5.821567
Florida 4.0 2.688943
"North Carolina" 8.0 6.442063
Florida 5.0 3.442064
Pennsylvania 5.0 6.29196
Florida 4.0 3.041939
U.S. 6.0 5.101762
California 5.0 3.2398
Pennsylvania 6.0 4.44564
U.S. 5.0 5.191904
Colorado 7.0 8.29196
Arizona 4.0 5.29196
"North Carolina" 3.0 4.29196
U.S. 2.0 2.156659
Pennsylvania 3.0 4.067204
U.S. 6.0 3.32019
U.S. 4.0 4.911148
Ohio 3.0 4.067204
"North Carolina" 2.0 3.067205
Wisconsin 4.0 5.067204
Missouri 4.0 4.313616
U.S. 8.0 6.217108
Virginia 3.0 4.067204
"New Hampshire" 10.0 7.885003
Virginia 3.0 3.028677
"North Carolina" 8.0 6.131883
Arizona 5.0 4.138112
"New Mexico" 9.0 9.768849
Florida 2.0 3.067205
Iowa 4.0 2.903502
Colorado 4.0 5.067204
Maine 5.0 5.028677
Pennsylvania 4.0 4.14374
Florida 5.0 2.44785
Minnesota 5.0 5.045012
Georgia 7.0 4.447849
"New Hampshire" 6.0 6.074332
Texas 2.96 3.277336
Florida 1.0 1.156659
California 7.0 4.447849
Florida 6.0 4.662172
"North Carolina" 1.0 1.156659
U.S. 3.9 4.271393
Nevada 10.0 7.885003
Texas 5.0 5.597391
Georgia 3.0 2.550454
Ohio 6.0 5.751619
U.S. 7.0 5.306385
Pennsylvania 6.0 3.44785
Virginia 4.0 2.903502
U.S. 7.0 5.260238
Florida 3.0 3.597391
U.S. 5.0 5.06894
Texas 8.0 5.447849
Virginia 8.0 5.447849
Vermont 5.0 4.668949
U.S. 3.0 1.641393
Georgia 8.0 6.903502
Georgia 9.0 6.374772
Nevada 4.0 5.067204
"North Carolina" 4.0 4.19781
Ohio 9.0 6.447849
"South Carolina" 6.0 3.44785
"New York" 5.0 2.44785
"North Carolina" 5.0 3.903502
Michigan 8.0 5.447849
"North Carolina" 7.0 4.447849
Missouri 4.0 4.665684
Colorado 11.0 8.447849
Virginia 5.0 3.109682
Arizona 8.0 5.447849
U.S. 5.0 3.047261
Missouri 3.0 2.780413
Maine 5.0 4.412435
"North Carolina" 4.0 3.751619
Indiana 4.0 4.569965
Kansas 12.0 9.447849
U.S. 7.6 6.135157
Wisconsin 7.0 4.447849
Florida 4.95 3.485157
U.S. 5.0 3.853936
Utah 7.0 4.447849
Michigan 9.0 7.528176
Illinois 5.6 4.280615
Illinois 2.0 2.028677
Nevada 3.0 3.035516
Nevada 12.0 9.447849
Illinois 8.0 5.447849
"New Mexico" 17.0 14.44785
Iowa 10.0 7.447849
Nevada 6.0 5.431139
Nevada 3.0 2.751619
Illinois 6.0 5.456851
Florida 4.0 2.445433
Arizona 3.0 3.115191
U.S. 5.0 3.855797
Kentucky 1.0 1.494504
"North Carolina" 2.6 2.003536
Minnesota 6.0 5.215625
Texas 7.0 5.330601
Utah 4.0 3.499083
Washington 1.0 1.391833
Pennsylvania 6.0 5.61411
"South Dakota" 6.0 5.739223
California 4.0 2.925467
"New Hampshire" 8.0 8.215092
"New Hampshire" 6.0 5.370806
Florida 4.0 3.751619
Utah 4.0 3.432672
Idaho 6.0 5.534034
Massachusetts 7.0 4.447849
Massachusetts 4.0 4.807311
Minnesota 9.0 6.447849
U.S. 6.0 4.332552
Maine 9.0 7.777758
Washington 7.0 4.447849
Oregon 7.0 4.447849
"New Hampshire" 7.0 6.912095
Montana 11.0 9.328505
Maryland 6.0 3.44785
Michigan 3.0 2.61411
Michigan 6.0 6.320579
"New Hampshire" 6.0 6.042506
"New Jersey" 4.0 1.44785
Nevada 9.0 9.042505
"North Carolina" 5.0 5.042506
Florida 3.0 3.042506
Pennsylvania 5.0 5.042506
Ohio 4.0 4.042506
Pennsylvania 6.0 3.759205
Alaska 11.0 10.24278
U.S. 8.0 5.054642
"North Carolina" 6.0 4.986853
Louisiana 2.0 0.8615621
Indiana 10.0 7.447849
Missouri 10.0 7.447849
"New Hampshire" 10.0 7.447849
"New York" 5.0 2.38748
Arizona 4.0 3.758669
Mississippi 6.0 3.44785
Utah 7.0 6.341825
Pennsylvania 8.0 6.033341
"North Carolina" 4.0 1.765935
Wisconsin 9.0 8.879278
Ohio 4.0 1.765935
Nevada 4.0 3.721933
"Maine CD-2" 6.3 6.328677
"Maine CD-1" 4.2 4.228676
Idaho 9.0 8.242782
Georgia 5.0 4.503201
Utah 5.0 3.320711
"North Carolina" 4.0 3.598338
Ohio 9.0 5.869013
Wisconsin 1.0 0.5214883
Connecticut 5.0 2.44785
"North Carolina" 8.0 5.692134
Tennessee 6.0 3.44785
Wisconsin 9.0 5.826732
U.S. 6.0 4.709046
Oregon 6.0 4.715264
Florida 6.0 3.692134
Vermont 7.0 5.679904
Texas 4.0 2.393841
Nevada 7.0 4.765935
Colorado 10.0 7.867713
Georgia 8.0 5.692134
Kansas 7.0 5.855797
Texas 3.0 1.715264
Indiana 5.0 4.75993
Florida 4.0 1.867713
Pennsylvania 6.0 3.867713
"North Carolina" 5.0 3.593429
Oklahoma 4.5 3.977281
Alabama 5.0 2.44785
"New Hampshire" 4.4 4.612626
Arkansas 5.0 2.44785
Virginia 9.0 6.692134
U.S. 8.0 5.160185
Oklahoma 12.0 9.447849
Colorado 6.0 4.724141
Hawaii 7.0 4.447849
Missouri 5.0 3.574116
"South Dakota" 7.0 6.446341
Delaware 6.0 3.44785
Ohio 6.0 3.867713
Alaska 7.0 6.903194
Idaho 10.0 7.447849
Louisiana 4.8 3.426953
Vermont 10.0 7.447849
Florida 2.7 1.905726
Maine 6.0 3.44785
Kentucky 8.0 5.447849
Louisiana 5.0 2.44785
"Rhode Island" 7.0 4.447849
Ohio 2.0 1.88846
Nebraska 10.0 7.447849
Massachusetts 9.0 6.605313
Montana 11.0 8.447849
Michigan 7.0 6.154156
Wisconsin 6.0 5.023766
"Maine CD-2" 6.0 5.412435
"Maine CD-1" 8.9 7.677758
Nevada 7.0 5.933839
Pennsylvania 7.0 4.052665
Iowa 6.0 3.487871
Arkansas 3.5 3.087865
"Maine CD-1" 4.0 3.412434
"South Dakota" 7.0 5.962196
U.S. 5.0 3.158826
U.S. 7.0 4.195762
"North Carolina" 6.0 3.207945
Ohio 7.0 4.052665
Pennsylvania 6.0 2.491266
"Nebraska CD-2" 8.0 6.369763
Ohio 5.0 4.273204
Ohio 9.5 6.576561
Wisconsin 4.0 3.273204
Georgia 2.6 1.255687
"Maine CD-2" 8.4 7.177758
Louisiana 7.0 4.943554
Indiana 10.0 7.052665
"District of Columbia" 3.0 0.4478495
U.S. 6.0 4.234814
Oregon 5.0 3.152861
Alaska 7.0 6.038988
"West Virginia" 6.0 3.44785
Wisconsin 4.0 2.94181
Florida 2.8 1.455687
Nevada 10.0 7.373634
Oregon 7.0 4.49623
"New Hampshire" 11.0 8.333725
California 6.51 6.017949
Arizona 6.5 4.458257
Ohio 5.0 3.873624
Iowa 10.0 7.052665
Texas 7.74 7.247949
"North Carolina" 9.0 5.869013
Florida 3.37 2.877949
"New York" 5.21 4.717949
"New Hampshire" 8.0 6.446316
Georgia 4.3 3.113546
Alaska 13.0 10.44785
Illinois 7.16 6.667949
"South Dakota" 16.0 13.44785
Virginia 3.0 2.15263
Wyoming 9.0 6.956232
Indiana 9.0 7.281033
Louisiana 4.0 2.365706
Florida 5.0 2.777425
Michigan 10.3 7.587094
Illinois 5.8 4.151146
Pennsylvania 4.27 3.777949
Utah 9.0 7.151559
Georgia 1.9 1.147746
Ohio 6.46 5.967949
Vermont 4.0 2.9327
Oregon 4.0 2.146573
"New Jersey" 5.82 5.327949
"North Dakota" 12.0 9.447849
Maryland 4.0 1.567623
Wisconsin 5.29 4.797949
Pennsylvania 4.0 2.11487
"New Hampshire" 10.0 8.574117
U.S. 4.0 4.199298
Kentucky 5.7 3.272762
Indiana 6.23 5.737949
Indiana 9.0 7.648046
"North Carolina" 5.2 4.555403
Missouri 3.86 3.367949
"North Carolina" 5.27 4.777949
Minnesota 7.26 6.767949
Wyoming 10.0 7.447849
Illinois 4.7 2.36352
Michigan 7.19 6.697949
Virginia 5.73 5.237949
Florida 5.0 4.322352
Arizona 7.21 6.717949
Tennessee 7.0 4.525057
"New Hampshire" 9.0 6.732283
Washington 6.59 6.097949
Colorado 10.06 9.56795
Ohio 6.0 3.805833
California 4.0 2.347353
Pennsylvania 4.0 2.574116
Nevada 4.0 3.028734
Wisconsin 4.0 2.146573
Georgia 5.31 4.817949
"New Mexico" 14.0 11.98641
Maryland 6.35 5.857949
Missouri 5.0 3.532798
Massachusetts 6.92 6.427949
Arizona 8.3 5.915558
Texas 7.0 7.215091
U.S. 4.0 4.071639
Utah 14.0 10.41327
Colorado 12.0 10.253
U.S. 6.0 3.418984
Alabama 3.79 3.297949
U.S. 10.0 6.024816
Pennsylvania 6.0 4.325077
Iowa 4.54 4.047949
Oregon 9.38 8.88795
U.S. 8.0 4.801282
"New Jersey" 6.0 3.645492
Florida 7.0 4.471762
Tennessee 6.3 5.807949
Tennessee 7.0 3.55216
Ohio 8.2 5.646144
Indiana 11.0 7.870901
Nevada 8.0 5.015424
Florida 5.0 1.431978
"South Carolina" 6.69 6.197949
Alaska 10.0 8.685648
Virginia 7.0 5.325077
Nevada 4.0 3.870989
U.S. 7.0 3.896548
"Rhode Island" 5.0 2.52593
Connecticut 6.19 5.697949
Kentucky 5.87 5.377949
"New Hampshire" 5.0 3.918368
Virginia 7.0 4.77217
Kansas 5.54 5.047949
U.S. 6.0 4.270732
Arizona 5.0 4.742415
U.S. 4.0 3.93413
Colorado 5.0 4.870989
Florida 2.0 1.870989
"North Carolina" 8.0 4.792841
Virginia 7.0 5.491306
Arizona 9.0 6.52593
"New York" 7.0 2.778919
California 3.0 0.8585214
U.S. 8.0 5.55411
Idaho 10.0 7.833663
Colorado 6.0 4.325077
"North Carolina" 5.0 3.057593
Illinois 6.0 3.527358
Virginia 8.0 5.190831
U.S. 7.0 4.807335
Louisiana 6.1 5.607949
Virginia 3.0 2.870989
Ohio 5.0 3.067219
U.S. 9.8 5.747366
Ohio 4.0 3.870989
"New Mexico" 24.0 19.25474
Colorado 13.0 9.561068
Missouri 5.0 3.491306
U.S. 5.0 3.426778
Oklahoma 6.13 5.637949
Oregon 8.0 4.889714
Pennsylvania 6.0 2.561068
Washington 10.0 6.955648
Wisconsin 5.0 4.870989
Pennsylvania 5.0 4.870989
Pennsylvania 5.0 2.999086
Wisconsin 7.8 5.168545
"North Carolina" 3.0 2.870989
Mississippi 4.12 3.627949
"New Mexico" 14.47 13.97795
U.S. 8.0 5.023651
Washington 7.1 4.183449
Nebraska 7.3 4.38345
U.S. 4.0 3.812987
Nebraska 3.98 3.487949
Colorado 7.0 4.924676
"New Hampshire" 7.0 3.213268
Nevada 9.73 9.237948
Montana 7.0 5.171837
Colorado 10.0 7.025189
Minnesota 4.0 2.257134
Arkansas 10.86 10.36795
U.S. 8.0 6.57645
"New Hampshire" 11.0 7.276567
U.S. 10.0 5.587264
Arizona 5.0 3.008764
Ohio 8.0 5.0963
U.S. 6.0 5.284957
U.S. 5.0 4.690826
Ohio 6.0 5.380609
"North Carolina" 6.0 5.380609
Florida 3.0 2.380608
Pennsylvania 5.0 4.380609
Ohio 6.0 2.574925
U.S. 8.0 4.115584
Montana 8.7 8.20795
"North Carolina" 6.0 2.574925
Tennessee 5.0 2.725983
Delaware 7.0 4.414876
Utah 8.8 5.644347
Massachusetts 7.0 4.210493
Nevada 8.0 4.574925
U.S. 11.0 7.706435
Nevada 6.6 5.09866
Alaska 17.9 13.03897
Florida 2.0 0.6493069
California 6.0 4.015645
Idaho 8.01 7.517949
Michigan 10.0 6.768592
U.S. 5.0 4.537401
"North Carolina" 5.0 3.041059
Ohio 10.0 6.346447
Massachusetts 9.0 7.299652
Ohio 6.0 3.519274
Florida 6.0 2.828179
Utah 5.0 3.251691
U.S. 6.6 6.604584
Pennsylvania 4.0 3.273204
U.S. 5.0 4.377069
Florida 5.0 1.998327
Nevada 5.0 4.091406
Pennsylvania 5.0 1.998327
"North Carolina" 9.0 6.158172
"New Hampshire" 13.0 9.476982
Utah 5.0 3.212858
Ohio 7.0 5.041059
Virginia 6.0 4.041059
Nevada 9.0 6.52593
"West Virginia" 2.77 2.277949
Maryland 6.0 2.916785
Ohio 6.0 2.998327
Minnesota 6.0 3.433516
U.S. 4.2 3.084372
"North Carolina" 7.0 3.998326
Kansas 9.0 6.146058
Florida 4.0 1.52593
U.S. 6.6 6.451158
Maine 9.0 6.044696
"North Carolina" 7.0 5.325077
"North Carolina" 11.0 6.834144
Georgia 5.0 2.819535
Delaware 5.4 4.907949
"South Dakota" 8.32 7.827948
U.S. 6.0 4.325077
"Maine CD-1" 7.9 5.497438
"Maine CD-2" 10.7 8.297438
U.S. 6.0 3.429589
Iowa 9.0 5.602791
Pennsylvania 8.0 3.713519
Florida 6.0 2.059647
"New Hampshire" 10.0 7.349938
Florida 3.0 1.172159
Georgia 8.0 5.252342
U.S. 5.6 4.356712
Pennsylvania 8.0 5.085153
Florida 6.0 3.374708
Maine 2.68 2.187949
U.S. 5.0 0.8435593
Hawaii 4.78 4.287949
Maine 9.0 6.597438
"New Hampshire" 6.0 3.178307
Pennsylvania 5.0 2.576667
Georgia 10.0 5.198444
Vermont 5.48 4.987949
Florida 6.0 3.300599
"North Dakota" 5.97 5.477949
U.S. 9.0 5.565148
U.S. 6.9 6.590827
Wyoming 3.51 3.017949
U.S. 6.0 3.149308
"New York" 8.0 3.675874
Alaska 8.88 8.38795
"New Hampshire" 6.17 5.677949
Iowa 8.0 5.142329
U.S. 6.8 5.419204
Arizona 12.0 7.198444
Connecticut 9.0 5.265203
U.S. 8.0 4.698943
Georgia 9.0 5.397174
Michigan 8.0 4.293926
Texas 9.9 6.335388
U.S. 9.0 5.755765
Arkansas 5.0 1.52189
Georgia 6.0 2.52189
Colorado 10.0 8.146573
Iowa 10.0 6.156773
Wisconsin 11.0 6.670022
Michigan 9.0 5.430351
"South Carolina" 3.4 0.4311135
"North Carolina" 6.0 2.494586
"District of Columbia" 1.93 1.437949
"District of Columbia" 4.0 0.9393778
Alaska 16.0 12.93938
Virginia 11.0 7.798306
Florida 9.0 4.639981
Iowa 10.0 6.397174
"New Hampshire" 8.0 7.777338
U.S. 6.8 6.361957
Nevada 5.0 2.558406
Nevada 8.0 7.777338
Pennsylvania 5.0 4.777338
"North Carolina" 5.0 4.777338
Florida 2.0 1.777337
Ohio 4.0 3.777338
Colorado 10.0 6.397174
Kansas 8.0 5.109593
Wyoming 9.0 5.939378
Pennsylvania 4.0 1.453325
Virginia 8.0 4.397174
"New Hampshire" 15.0 10.19844
Wisconsin 11.0 7.857815
"New Jersey" 5.0 1.265203
Arizona 5.0 3.564913
Florida 5.3 3.200333
Florida 1.0 -1.056289
"Rhode Island" 4.07 3.577949
Illinois 4.05 0.6589662
U.S. 7.3 5.798061
Colorado 13.0 9.521891
Michigan 4.5 4.189151
"South Carolina" 7.0 2.923312
"North Dakota" 8.0 5.395413
Illinois 6.4 3.257815
Kansas 8.0 5.168056
California 2.0 -1.205205
Virginia 8.0 4.550596
"New Jersey" 6.0 1.92945
Washington 14.0 10.7948
Colorado 7.0 5.491306
"South Dakota" 11.0 7.939378
"Rhode Island" 8.0 4.939378
Montana 9.0 5.939378
Delaware 7.0 3.939378
Nevada 8.0 5.106437
Mississippi 5.0 1.939378
U.S. 8.0 5.767252
U.S. 5.0 3.670242
"New Mexico" 12.0 11.4391
"New Hampshire" 11.0 7.939378
Colorado 12.0 8.941727
U.S. 6.6 6.030191
"West Virginia" 6.0 2.939378
Maryland 7.0 3.939378
"North Dakota" 10.0 6.939378
Maine 12.0 8.954364
Ohio 11.0 6.490672
Nevada 7.0 2.490672
"North Carolina" 9.0 4.490672
Pennsylvania 8.0 3.490672
Oklahoma 10.0 6.939378
Hawaii 8.0 4.939378
Illinois 3.9 1.074862
Vermont 9.0 5.939378
Nevada 8.0 3.198445
U.S. 5.0 4.146695
U.S. 7.5 5.8759
Nebraska 9.0 5.939378
Arkansas 6.0 2.939378
Vermont 13.0 9.265203
"North Carolina" 10.0 6.046632
Florida 3.0 0.32368
Florida 3.0 1.325077
Idaho 15.0 11.93938
California 10.0 6.204437
Ohio 8.0 4.059647
Arizona 8.0 4.794796
Indiana 12.0 8.939378
U.S. 8.0 4.950592
"West Virginia" 4.0 0.7146971
Tennessee 6.0 2.939378
"New Hampshire" 6.0 5.656195
Connecticut 6.0 2.939378
Texas 4.23 1.980263
Louisiana 5.0 1.939378
Texas 9.0 4.76837
Missouri 10.0 6.939378
"Maine CD-2" 8.0 5.044696
Nevada 8.0 7.656195
U.S. 5.7 5.008527
"New York" 8.2 4.420766
Alabama 6.0 2.939378
Arkansas 3.0 0.336952
Iowa 9.0 5.939378
Washington 9.0 5.939378
"Maine CD-1" 9.0 6.044696
Wyoming 10.0 7.17001
U.S. 9.0 4.848314
U.S. 3.0 2.777338
"New Mexico" 19.0 15.93938
Maine 7.0 3.939378
"New Jersey" 4.0 0.9393778
Louisiana 6.0 3.8987
Minnesota 6.0 2.150625
Iowa 8.0 4.221872
Massachusetts 9.0 5.265203
Illinois 8.0 4.939378
Kentucky 7.0 3.939378
U.S. 8.0 6.222475
Massachusetts 9.0 4.728054
Pennsylvania 10.0 5.413359
Kansas 12.0 8.939378
Missouri 4.0 2.934319
Nevada 5.0 1.794795
U.S. 5.0 2.217578
Pennsylvania 14.0 9.455347
Massachusetts 5.0 1.939378
"South Carolina" 3.0 -0.083289
"North Carolina" 5.0 1.766027
Utah 12.0 7.628034
Nevada 11.0 7.939378
"New Mexico" 16.0 13.0076
Idaho 6.67 5.35572
Kentucky 7.4 3.451962
Arizona 8.0 5.497054
U.S. 5.4 4.607894
Oregon 11.0 6.425044
Virginia 6.0 3.616065
Minnesota 9.0 5.939378
Oregon 8.0 4.939378
Oklahoma 6.0 3.441918
"West Virginia" 7.45 6.13572
Wisconsin 8.0 4.939378
U.S. 5.0 5.042506
"North Carolina" 6.0 3.949411
"South Dakota" 7.53 6.21572
U.S. 8.0 3.325269
Utah 7.0 3.838015
Alaska 9.0 6.592172
U.S. 5.6 4.340535
Arizona 9.0 5.939378
Louisiana 7.5 4.007805
"New Hampshire" 7.0 6.534034
U.S. 8.4 6.462143
Ohio 4.0 1.915384
U.S. 7.0 3.757932
Nevada 9.0 8.534034
U.S. 5.4 4.516254
Nevada 8.3 6.98572
Arkansas 6.66 5.34572
Iowa 7.0 4.789994
Wyoming 9.51 8.195721
"North Carolina" 7.0 3.939378
Colorado 11.0 7.939378
"Maine CD-2" 10.4 7.552553
Maryland 6.0 2.525113
Nebraska 7.41 6.09572
Vermont 8.95 7.63572
U.S. 4.7 1.874154
Maine 7.57 6.25572
Arizona 12.0 7.809827
Oklahoma 8.99 7.67572
Louisiana 6.36 5.04572
"South Carolina" 6.0 2.939378
"Maine CD-1" 7.3 4.452553
Alaska 10.35 9.035721
Florida 5.0 2.942045
"New Mexico" 11.78 10.46572
Michigan 8.0 4.939378
Montana 7.51 6.19572
Mississippi 4.59 3.27572
California 7.0 2.681116
Illinois 8.0 4.366024
U.S. 5.0 3.997296
U.S. 5.7 4.374836
Michigan 10.0 5.875943
U.S. 5.8 4.826328
U.S. 9.0 6.493586
U.S. 6.37 5.05572
"Rhode Island" 8.0 4.265203
U.S. 4.0 3.656195
U.S. 7.7 5.633273
"North Dakota" 6.22 4.90572
Ohio 9.0 5.939378
Kentucky 9.4 8.08572
Ohio 14.0 9.930383
Ohio 7.0 4.942045
"South Carolina" 5.0 2.188693
Connecticut 3.81 2.49572
Texas 8.0 4.939378
"North Carolina" 6.0 2.549956
Virginia 8.0 4.939378
Texas 6.0 3.4741
Missouri 7.0 3.52189
Florida 8.0 3.962619
"North Carolina" 7.0 5.257134
Arizona 5.0 3.097554
Wisconsin 7.0 3.762055
Indiana 11.0 6.637368
