id,release_date,title,vote_average,vote_count,Label
9686,1989-03-10,New York Stories,6.2,64,good
82525,2012-07-06,Savages,6.2,766,good
455,2002-04-11,Bend It Like Beckham,6.2,578,good
22256,1998-09-11,Without Limits,6.2,19,good
6947,2004-07-30,The Village,6.2,1071,good
45243,2011-05-25,The Hangover Part II,6.2,3739,good
53113,1998-09-18,One True Thing,6.2,27,good
253253,2014-05-15,Animals,6.2,9,good
2207,2006-03-01,16 Blocks,6.2,661,good
18206,2006-04-28,Alone With Her,6.2,20,good
2026,2005-03-09,Hostage,6.2,512,good
158852,2015-05-19,Tomorrowland,6.2,2846,good
9718,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,good
21801,2002-01-01,The Slaughter Rule,6.2,9,good
43933,2010-06-18,Monsters,6.2,587,good
4997,2003-10-23,Wonderland,6.2,73,good
302699,2016-06-15,Central Intelligence,6.2,1650,good
22314,1999-08-25,In Too Deep,6.2,17,good
11889,2001-12-14,Iris,6.2,47,good
542,2002-10-01,The Crime of Padre Amaro,6.2,36,good
17707,1999-08-13,Brokedown Palace,6.2,111,good
11954,1985-06-20,Lifeforce,6.2,135,good
1590,2006-09-10,Copying Beethoven,6.2,42,good
18712,1949-12-14,Sands of Iwo Jima,6.2,33,good
38543,2011-03-03,Ironclad,6.2,227,good
25388,1977-09-08,March or Die,6.2,16,good
117263,2013-03-20,Olympus Has Fallen,6.2,2981,good
18405,2009-03-13,The Last House on the Left,6.2,440,good
40658,2009-09-30,Starsuckers,6.2,5,good
10140,2010-08-13,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1514,good
294272,2016-08-10,Pete's Dragon,6.2,679,good
12271,2006-12-29,Factory Girl,6.2,81,good
11128,2004-10-01,Ladder 49,6.2,207,good
4953,2008-01-20,Be Kind Rewind,6.2,424,good
8141,2007-02-09,You Kill Me,6.2,80,good
32395,2009-01-17,The Greatest,6.2,34,good
15301,1983-06-24,Twilight Zone: The Movie,6.2,161,good
12403,2009-06-08,A Perfect Getaway,6.2,351,good
10567,2000-05-19,Dinosaur,6.2,542,good
8435,2005-07-17,A Cock and Bull Story,6.2,43,good
16871,2009-03-15,Drag Me to Hell,6.2,966,good
2069,2000-02-18,The Whole Nine Yards,6.2,531,good
27983,1968-04-24,"Yours, Mine and Ours",6.2,26,good
10428,1995-09-14,Hackers,6.2,398,good
71688,2011-12-30,The Iron Lady,6.2,527,good
66195,2010-07-01,The Perfect Host,6.2,135,good
10782,2003-04-18,Basic,6.2,286,good
1909,1994-10-01,Don Juan DeMarco,6.2,183,good
280092,2015-06-04,Insidious: Chapter 3,6.2,983,good
62008,2012-02-23,Good Deeds,6.2,45,good
3172,2001-10-12,Bandits,6.2,302,good
34813,2010-04-23,The Losers,6.2,515,good
4105,1989-09-22,Black Rain,6.2,243,good
5172,2006-10-15,The Astronaut Farmer,6.2,123,good
60309,2010-09-10,The Conspirator,6.2,137,good
22832,2009-09-29,Ninja Assassin,6.2,371,good
41144,2009-11-05,To Save A Life,6.2,21,good
41154,2012-05-23,Men in Black 3,6.2,4160,good
11564,1982-08-20,Class of 1984,6.2,66,good
9043,2005-12-14,The Family Stone,6.2,249,good
11551,1998-07-10,Small Soldiers,6.2,511,good
49526,2012-08-24,Premium Rush,6.2,832,good
14462,2004-07-30,The Manchurian Candidate,6.2,393,good
13600,2008-10-07,City of Ember,6.2,605,good
9548,1990-07-11,The Adventures of Ford Fairlane,6.2,71,good
74,2005-06-28,War of the Worlds,6.2,2322,good
20662,2010-05-12,Robin Hood,6.2,1398,good
48231,2011-09-30,A Dangerous Method,6.2,571,good
4964,2007-06-01,Knocked Up,6.2,1214,good
62116,2010-06-09,Mozart's Sister,6.2,13,good
55123,1999-11-28,Tumbleweeds,6.2,11,good
13497,2002-12-13,Drumline,6.2,116,good
41733,2010-11-04,Due Date,6.2,1685,good
9294,1996-07-05,Phenomenon,6.2,323,good
63492,2011-09-30,What's Your Number?,6.2,671,good
26390,2009-01-16,Brooklyn's Finest,6.2,293,good
87421,2013-09-02,Riddick,6.2,2035,good
11460,2005-08-04,Red Eye,6.2,455,good
39780,1997-12-31,Oscar and Lucinda,6.2,25,good
5125,2007-09-07,Rendition,6.2,205,good
318040,2015-02-07,Bizarre,6.2,11,good
290751,2015-10-14,Secret in Their Eyes,6.2,336,good
9291,2005-05-19,The Longest Yard,6.2,785,good
13335,2008-04-25,Harold & Kumar Escape from Guantanamo Bay,6.2,497,good
20391,1969-10-15,Paint Your Wagon,6.2,63,good
10611,2002-04-01,Barbershop,6.2,137,good
9437,1997-10-03,Kiss the Girls,6.2,345,good
7553,2005-10-07,Waiting...,6.2,237,good
708,1987-06-29,The Living Daylights,6.2,440,good
10269,1983-11-18,Yentl,6.2,51,good
10739,2003-08-27,Anything Else,6.2,149,good
245703,2016-02-18,Midnight Special,6.2,694,good
6957,2005-08-11,The 40 Year Old Virgin,6.2,1983,good
169917,2014-09-18,A Walk Among the Tombstones,6.2,1131,good
12437,2009-01-22,Underworld: Rise of the Lycans,6.2,1428,good
268171,2014-03-07,Elsa & Fred,6.2,31,good
257445,2015-08-05,Goosebumps,6.2,995,good
9335,2005-08-02,Transporter 2,6.2,1061,good
81390,2011-04-09,A Lonely Place to Die,6.2,157,good
928,1990-06-15,Gremlins 2: The New Batch,6.2,652,good
10047,1999-10-18,The Messenger: The Story of Joan of Arc,6.2,367,good
51384,2008-01-01,"Lovely, Still",6.2,13,good
86549,2011-06-09,August,6.2,15,good
700,1983-06-05,Octopussy,6.2,527,good
22649,1932-12-08,A Farewell to Arms,6.2,28,good
12201,2010-01-29,Edge of Darkness,6.2,487,good
817,1999-06-08,Austin Powers: The Spy Who Shagged Me,6.2,1011,good
214756,2015-06-25,Ted 2,6.2,2463,good
12117,1999-06-04,Instinct,6.2,146,good
27576,2010-07-21,Salt,6.2,2093,good
24055,2005-01-17,The Puffy Chair,6.2,15,good
7461,2008-02-01,Vantage Point,6.2,716,good
15624,2006-06-07,Conversations with Other Women,6.2,38,good
266034,2014-05-16,The Blue Room,6.2,32,good
31908,1996-12-20,Ghosts of Mississippi,6.2,40,good
1685,1970-05-01,Beneath the Planet of the Apes,6.2,361,good
8871,2000-11-17,How the Grinch Stole Christmas,6.2,1386,good
195589,2014-05-08,Neighbors,6.2,2713,good
145220,2014-03-20,Muppets Most Wanted,6.2,316,good
435,2004-05-26,The Day After Tomorrow,6.2,2392,good
11600,2007-01-01,Redacted,6.2,37,good
22897,2009-12-23,It's Complicated,6.2,360,good
262500,2015-03-18,Insurgent,6.2,3829,good
52015,2010-09-30,Stake Land,6.2,285,good
123553,2013-08-21,The Mortal Instruments: City of Bones,6.2,1602,good
13092,2008-10-02,How to Lose Friends & Alienate People,6.2,244,good
2080,2009-04-28,X-Men Origins: Wolverine,6.2,4021,good
1428,2003-09-11,Once Upon a Time in Mexico,6.2,594,good
11827,1981-08-07,Heavy Metal,6.2,148,good
36586,2002-03-22,Blade II,6.2,1528,good
27686,1945-08-29,State Fair,6.2,19,good
60422,2011-11-18,Another Happy Day,6.2,37,good
193610,2014-04-16,The Other Woman,6.2,1437,good
22820,2009-09-30,Gentlemen Broncos,6.2,51,good
29715,1965-04-07,Major Dundee,6.2,38,good
20455,2000-03-17,Digimon: The Movie,6.2,72,good
9280,2002-11-06,Femme Fatale,6.2,142,good
2575,2001-02-11,The Tailor of Panama,6.2,92,good
82682,2013-01-10,Gangster Squad,6.2,1778,good
9772,1997-07-25,Air Force One,6.2,840,good
26320,2009-09-03,Taking Woodstock,6.2,127,good
14195,2000-05-17,Cecil B. Demented,6.2,51,good
1698,2000-02-03,Anatomy,6.1,61,good
15699,2006-11-22,Opal Dream,6.1,7,good
11247,2004-07-10,A Cinderella Story,6.1,713,good
10764,2008-10-30,Quantum of Solace,6.1,2965,good
22301,1930-11-15,Hell's Angels,6.1,19,good
16577,2009-10-15,Astro Boy,6.1,409,good
2370,1969-12-18,Topaz,6.1,77,good
31668,2001-10-14,All The Queen's Men,6.1,7,good
26389,2010-02-05,From Paris with Love,6.1,675,good
1931,2007-05-16,Stomp the Yard,6.1,88,good
17768,1966-10-16,A Funny Thing Happened on the Way to the Forum,6.1,24,good
17334,2008-10-29,The Other End of the Line,6.1,50,good
3536,2000-04-20,U-571,6.1,340,good
136797,2014-03-13,Need for Speed,6.1,1520,good
6795,2005-11-06,Zathura: A Space Adventure,6.1,779,good
184341,2016-08-26,Hands of Stone,6.1,109,good
41446,2011-04-11,Scream 4,6.1,902,good
199373,2013-07-18,The Frozen Ground,6.1,465,good
2619,1984-03-09,Splash,6.1,321,good
27374,2008-06-17,Lake Mungo,6.1,90,good
39053,2010-06-18,Cyrus,6.1,133,good
2123,2000-06-22,"Me, Myself & Irene",6.1,927,good
227159,2014-11-26,Horrible Bosses 2,6.1,1536,good
8224,1999-02-26,8MM,6.1,474,good
286565,2015-06-18,Paper Towns,6.1,1937,good
15256,1999-02-26,200 Cigarettes,6.1,44,good
13688,2008-01-30,CJ7,6.1,107,good
77866,2012-01-12,Contraband,6.1,770,good
13649,2007-08-17,High School Musical 2,6.1,843,good
70436,2012-03-09,The Raven,6.1,426,good
9350,1993-05-28,Cliffhanger,6.1,588,good
16996,2009-03-11,17 Again,6.1,1350,good
11096,2005-01-27,Hide and Seek,6.1,440,good
41830,1965-04-22,The Party's Over,6.1,6,good
7515,2005-02-10,London,6.1,96,good
49021,2011-09-23,Killer Elite,6.1,695,good
41630,2011-01-21,No Strings Attached,6.1,1331,good
2043,2001-04-06,Along Came a Spider,6.1,400,good
9621,2005-10-06,Elizabethtown,6.1,327,good
52520,2012-01-19,Underworld: Awakening,6.1,1862,good
13079,2007-09-08,The Life Before Her Eyes,6.1,88,good
61337,1997-10-31,Critical Care,6.1,9,good
2084,2001-09-06,Birthday Girl,6.1,103,good
323675,2016-01-14,Ride Along 2,6.1,555,good
168530,2014-01-07,Ride Along,6.1,853,good
38357,2010-01-12,Morning Glory,6.1,412,good
24363,2005-04-15,House of D,6.1,23,good
10523,2008-10-17,W.,6.1,143,good
111190,2013-04-03,Adore,6.1,291,good
8060,2007-09-12,Married Life,6.1,38,good
619,1992-11-25,The Bodyguard,6.1,661,good
49529,2012-03-07,John Carter,6.1,2124,good
228967,2014-12-25,The Interview,6.1,2304,good
3604,1980-09-01,Flash Gordon,6.1,233,good
9440,1998-03-20,Primary Colors,6.1,94,good
14576,2003-05-18,Shade,6.1,73,good
28355,2009-08-13,Case 39,6.1,563,good
3981,2000-12-15,What Women Want,6.1,992,good
16072,2003-02-21,Gods and Generals,6.1,48,good
5769,1963-10-06,Tom Jones,6.1,39,good
27995,1986-08-08,She's Gotta Have It,6.1,25,good
181533,2014-12-17,Night at the Museum: Secret of the Tomb,6.1,1851,good
71805,1990-10-03,Shipwrecked,6.1,14,good
38093,2010-05-14,Just Wright,6.1,99,good
14112,2002-10-18,Auto Focus,6.1,56,good
14976,2008-10-03,Rachel Getting Married,6.1,163,good
12637,1977-06-21,"New York, New York",6.1,67,good
218778,2014-10-08,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,493,good
14844,2004-01-09,Chasing Liberty,6.1,152,good
3062,1933-02-02,42nd Street,6.1,37,good
3638,2007-07-25,No Reservations,6.1,327,good
11560,2002-04-03,High Crimes,6.1,184,good
134374,2013-04-18,Pain & Gain,6.1,1573,good
63287,2008-06-20,The Poker House,6.1,47,good
2637,2002-01-25,The Mothman Prophecies,6.1,305,good
1546,2005-01-23,Thumbsucker,6.1,67,good
9398,2001-09-28,Zoolander,6.1,1337,good
1268,2007-03-22,Mr. Bean's Holiday,6.1,663,good
60599,2012-09-14,Arbitrage,6.1,294,good
50698,2011-09-09,Grave Encounters,6.1,381,good
44754,2011-09-30,Margaret,6.1,86,good
14758,2008-10-03,Good Dick,6.1,34,good
9448,1998-04-24,The Big Hit,6.1,109,good
9962,2002-01-12,The Good Girl,6.1,181,good
9679,2000-06-09,Gone in Sixty Seconds,6.1,1485,good
41283,2010-11-23,Faster,6.1,568,good
5174,2007-08-08,Rush Hour 3,6.1,783,good
22479,1996-08-16,Kansas City,6.1,12,good
340816,2015-12-04,Christmas Eve,6.1,24,good
4824,1997-11-14,The Jackal,6.1,527,good
16690,2002-02-14,Return to Never Land,6.1,290,good
9273,1995-11-10,Ace Ventura: When Nature Calls,6.1,1099,good
9422,1998-03-05,A Civil Action,6.1,109,good
8999,2005-11-11,Derailed,6.1,319,good
45153,1997-09-07,Eve's Bayou,6.1,27,good
14120,2005-12-02,End of the Spear,6.1,15,good
256274,2014-08-14,"As Above, So Below",6.1,766,good
507,1993-10-01,Killing Zoe,6.1,111,good
66607,2011-03-18,Saving Private Perez,6.1,18,good
6557,2008-01-10,27 Dresses,6.1,978,good
82675,2012-09-27,Taken 2,6.1,2757,good
27581,2010-08-06,The Other Guys,6.1,1383,good
50620,2012-11-13,The Twilight Saga: Breaking Dawn - Part 2,6.1,2553,good
138103,2014-08-04,The Expendables 3,6.1,1795,good
2453,1991-08-23,Harley Davidson and the Marlboro Man,6.1,82,good
2895,1997-10-09,The Apostle,6.1,38,good
66942,2011-08-19,Griff the Invisible,6.1,34,good
25212,2000-03-10,Deterrence,6.1,7,good
1724,2008-06-12,The Incredible Hulk,6.1,3021,good
17202,2007-10-12,Why Did I Get Married?,6.1,33,good
17622,2008-09-10,Fifty Dead Men Walking,6.1,35,good
65086,2012-02-01,The Woman in Black,6.1,1206,good
41479,2009-09-13,The Joneses,6.1,210,good
11891,2002-01-25,Kung Pow: Enter the Fist,6.1,159,good
11001,1999-09-17,Blue Streak,6.1,352,good
8988,2008-03-28,Stop-Loss,6.1,82,good
7220,2004-04-15,The Punisher,6.1,766,good
9032,1999-06-25,Big Daddy,6.1,875,good
53182,2014-03-05,300: Rise of an Empire,6.1,2397,good
255343,2014-10-11,Escobar: Paradise Lost,6.1,271,good
100275,2012-04-22,Eddie: The Sleepwalking Cannibal,6.1,30,good
9705,2001-06-07,Swordfish,6.1,932,good
10393,2000-08-07,The Replacements,6.1,203,good
96,1987-05-18,Beverly Hills Cop II,6.1,613,good
2661,1966-07-30,Batman,6.1,203,good
8835,2001-07-13,Legally Blonde,6.1,882,good
664,1996-05-10,Twister,6.1,950,good
49081,2005-10-25,The Rocket: The Legend of Rocket Richard,6.1,17,good
39563,2009-04-24,The Eclipse,6.1,15,good
260346,2014-12-16,Taken 3,6.1,2200,good
15005,2006-10-13,One Night with the King,6.1,12,good
75,1996-12-12,Mars Attacks!,6.1,1509,good
225565,2014-01-29,That Awkward Moment,6.1,1004,good
24100,2000-10-27,The Little Vampire,6.1,77,good
10070,2005-10-14,Feast,6.1,160,good
56666,2000-09-08,Fiza,6.1,7,good
181283,2015-03-15,Child 44,6.1,547,good
82532,2011-09-13,"Jeff, Who Lives at Home",6.1,217,good
15070,2002-08-23,Undisputed,6.1,139,good
9922,1997-12-25,The Postman,6.1,299,good
35688,2010-04-02,Why Did I Get Married Too?,6.1,29,good
43213,2009-10-10,Chicago Overcoat,6.1,5,good
9792,2006-03-10,The Hills Have Eyes,6.1,705,good
36046,2004-11-24,The Work and the Glory,6.1,7,good
38356,2011-06-28,Transformers: Dark of the Moon,6.1,3299,good
14451,2009-01-09,Dead Snow,6.1,311,good
71552,2012-04-04,American Reunion,6.1,1611,good
14544,2005-09-23,Roll Bounce,6.1,27,good
1493,2000-12-14,Miss Congeniality,6.1,961,good
9813,2005-09-12,The Quiet,6.1,73,good
11956,1996-04-03,When the Cat's Away,6.1,16,good
7737,2007-09-20,Resident Evil: Extinction,6.1,1292,good
8987,1994-09-30,The River Wild,6.1,210,good
13064,1993-09-17,Airborne,6.1,20,good
208869,2014-04-30,Plastic,6.1,86,good
9801,2004-11-10,Bridget Jones: The Edge of Reason,6.1,750,good
9315,2005-09-22,Flightplan,6.1,772,good
9759,2004-09-06,Cellular,6.1,537,good
9425,1998-10-23,Soldier,6.1,221,good
9593,1993-06-18,Last Action Hero,6.1,712,good
316727,2016-06-29,The Purge: Election Year,6.1,1306,good
4965,2001-12-03,Impostor,6.1,135,good
94352,2012-11-09,Cirque du Soleil: Worlds Away,6.1,58,good
116741,2013-06-07,The Internship,6.1,1658,good
1688,1972-06-29,Conquest of the Planet of the Apes,6.1,236,good
77930,2012-06-28,Magic Mike,6.1,1040,good
214,2006-10-27,Saw III,6.1,1071,good
9618,1989-12-22,Tango & Cash,6.1,458,good
2275,1999-06-18,The General's Daughter,6.1,205,good
7484,2006-09-29,Open Season,6.1,656,good
9615,2006-06-03,The Fast and the Furious: Tokyo Drift,6.1,1705,good
2116,2003-10-03,Out of Time,6.1,298,good
693,2004-12-22,Meet the Fockers,6.1,1373,good
12621,2008-01-21,Hamlet 2,6.1,56,good
10410,1992-12-25,Hoffa,6.1,81,good
14395,2006-08-11,Kabhi Alvida Naa Kehna,6.1,42,good
6552,1999-04-30,Idle Hands,6.1,182,good
9899,2005-12-25,The Producers,6.1,151,good
76163,2012-08-08,The Expendables 2,6.1,2896,good
9012,2002-10-21,Jackass: The Movie,6.1,345,good
8922,2001-07-01,Jeepers Creepers,6.1,720,good
17880,2005-02-18,Because of Winn-Dixie,6.1,61,good
2621,2000-04-07,Return to Me,6.1,67,good
10052,2002-02-22,Dragonfly,6.1,204,good
23069,1974-10-17,Benji,6.1,35,good
1577,2004-09-10,Resident Evil: Apocalypse,6.1,1267,good
9570,1979-12-18,The Black Hole,6.1,131,good
10947,2006-01-20,High School Musical,6.1,1000,good
15037,1998-06-12,Can't Hardly Wait,6.1,122,good
40769,2005-03-01,Mutual Appreciation,6.1,8,good
9573,2002-08-04,Blood Work,6.1,206,good
77950,2013-07-11,Turbo,6.1,1074,good
10358,2008-09-18,Zack and Miri Make a Porno,6.1,721,good
10246,1981-11-13,Porky's,6.1,183,good
535,1983-04-14,Flashdance,6.1,302,good
8665,2002-07-19,K-19: The Widowmaker,6.1,264,good
17995,2003-04-04,DysFunktional Family,6.1,4,good
201,2002-12-13,Star Trek: Nemesis,6.1,479,good
4233,1997-12-09,Scream 2,6.1,840,good
14012,2006-10-20,Flicka,6.1,52,good
38843,2010-07-23,Ramona and Beezus,6.1,245,good
11358,2004-04-02,Walking Tall,6.0,381,ok
11823,2004-09-13,Wimbledon,6.0,293,ok
10307,1999-09-10,Stigmata,6.0,242,ok
4515,2007-10-22,Lions for Lambs,6.0,216,ok
6278,2002-07-12,Reign of Fire,6.0,669,ok
192102,2014-02-14,3 Days to Kill,6.0,883,ok
9700,2005-09-03,The Lost City,6.0,24,ok
267935,2016-06-01,The BFG,6.0,1000,ok
1844,1999-04-29,Entrapment,6.0,602,ok
1989,2007-05-16,My Blueberry Nights,6.0,190,ok
10589,2004-11-12,After the Sunset,6.0,226,ok
49040,2012-08-08,The Bourne Legacy,6.0,2651,ok
11619,2006-10-22,Flushed Away,6.0,874,ok
608,2002-07-03,Men in Black II,6.0,3114,ok
18191,2005-08-31,Edmond,6.0,50,ok
9466,1998-09-07,Celebrity,6.0,111,ok
137321,2014-02-13,Winter's Tale,6.0,487,ok
2309,2008-12-11,Inkheart,6.0,592,ok
15198,1999-10-01,"Mystery, Alaska",6.0,69,ok
13973,2008-09-26,Choke,6.0,127,ok
103620,2012-12-26,Maniac,6.0,316,ok
23048,2010-03-26,Hot Tub Time Machine,6.0,894,ok
37737,2010-05-21,Kites,6.0,40,ok
41894,2010-02-01,Blood Done Sign My Name,6.0,5,ok
40247,2010-01-22,Please Give,6.0,57,ok
13994,2005-09-13,Romance & Cigarettes,6.0,33,ok
22907,2010-08-26,Takers,6.0,394,ok
10426,2002-11-22,Friday After Next,6.0,100,ok
8843,2000-08-17,The Cell,6.0,436,ok
37710,2010-12-08,The Tourist,6.0,1699,ok
15568,2007-06-01,Gracie,6.0,17,ok
15875,1963-06-12,Donovan's Reef,6.0,30,ok
43306,1944-03-01,A Guy Named Joe,6.0,8,ok
26352,1994-11-23,A Low Down Dirty Shame,6.0,31,ok
10483,2008-08-22,Death Race,6.0,1175,ok
58151,2011-08-18,Fright Night,6.0,603,ok
22804,2009-10-22,Saw VI,6.0,722,ok
381902,2016-01-22,The Monkey King 2,6.0,24,ok
11983,2000-12-08,Proof of Life,6.0,208,ok
707,1985-05-24,A View to a Kill,6.0,506,ok
8839,1995-05-26,Casper,6.0,1019,ok
14165,2007-04-27,Ta Ra Rum Pum,6.0,13,ok
72358,2012-03-07,A Thousand Words,6.0,373,ok
20764,2008-12-10,Sleep Dealer,6.0,40,ok
8916,1998-10-02,Antz,6.0,1272,ok
57119,2011-05-06,Jumping the Broom,6.0,56,ok
16781,2006-02-24,Madea's Family Reunion,6.0,77,ok
11062,1996-02-16,City Hall,6.0,67,ok
11353,1999-08-12,Bowfinger,6.0,254,ok
29514,1990-01-25,Two Evil Eyes,6.0,35,ok
11702,1998-02-06,The Replacement Killers,6.0,127,ok
8978,2005-01-19,Assault on Precinct 13,6.0,311,ok
35019,2010-03-26,Nanny McPhee and the Big Bang,6.0,436,ok
2662,2003-04-11,House of 1000 Corpses,6.0,306,ok
64807,2013-12-25,Grudge Match,6.0,433,ok
11529,2002-09-26,Sweet Home Alabama,6.0,394,ok
14778,2001-09-10,Last Orders,6.0,22,ok
5178,2009-09-11,The Good Heart,6.0,21,ok
1734,2001-04-28,The Mummy Returns,6.0,2206,ok
88794,2011-11-09,J. Edgar,6.0,741,ok
8838,1998-04-03,Mercury Rising,6.0,368,ok
12508,2001-09-04,Rock Star,6.0,190,ok
47890,1981-02-11,Sphinx,6.0,2,ok
36643,1999-11-08,The World Is Not Enough,6.0,862,ok
4244,2000-07-07,The Kid,6.0,238,ok
74725,2011-09-02,Kill List,6.0,210,ok
8273,2003-08-01,American Wedding,6.0,1129,ok
191229,1988-04-01,Iguana,6.0,1,ok
10632,2003-03-11,The Hunted,6.0,189,ok
38073,2010-09-01,Going the Distance,6.0,262,ok
13515,2008-08-15,Mirrors,6.0,485,ok
39210,2010-09-03,Somewhere,6.0,208,ok
2770,2001-08-10,American Pie 2,6.0,1344,ok
27004,2010-01-01,Ca$h,6.0,73,ok
27569,2010-01-21,Extraordinary Measures,6.0,89,ok
236751,2014-04-16,Heaven is for Real,6.0,229,ok
14425,1994-04-29,PCU,6.0,41,ok
18126,2009-04-10,Hannah Montana: The Movie,6.0,449,ok
16340,2000-09-14,Rugrats in Paris: The Movie,6.0,100,ok
1273,2007-03-23,TMNT,6.0,345,ok
6016,2003-04-03,The Good Thief,6.0,31,ok
9455,1999-03-12,The Corruptor,6.0,57,ok
9598,1995-07-18,Babe,6.0,733,ok
9902,2003-05-30,Wrong Turn,6.0,635,ok
196867,2014-12-19,Annie,6.0,466,ok
27723,2000-08-06,Psycho Beach Party,6.0,26,ok
208134,2013-10-22,Bad Grandpa,6.0,680,ok
11232,2001-12-25,Kate & Leopold,6.0,418,ok
12103,2001-09-28,Don't Say a Word,6.0,220,ok
132232,2013-01-17,Mama,6.0,1401,ok
10765,1980-10-06,Private Benjamin,6.0,102,ok
13680,2007-09-28,The Game Plan,6.0,428,ok
11323,2009-09-18,The Informant!,6.0,301,ok
24973,1954-08-25,The Egyptian,6.0,11,ok
205588,2016-05-05,Our Kind of Traitor,6.0,160,ok
90414,1997-01-21,"I Love You, Don't Touch Me!",6.0,1,ok
82650,2012-08-02,Diary of a Wimpy Kid: Dog Days,6.0,223,ok
9992,2006-12-13,Arthur and the Invisibles,6.0,639,ok
172533,2013-08-23,Drinking Buddies,6.0,356,ok
30082,2005-12-07,Forty Shades of Blue,6.0,2,ok
72913,2010-07-14,Amigo,6.0,2,ok
294600,2013-01-01,Last I Heard,6.0,1,ok
159770,2013-10-04,The Dirties,6.0,42,ok
42109,1983-03-24,Gabriela,6.0,2,ok
153158,2013-07-18,Underdogs,6.0,122,ok
16441,1982-08-20,The Beastmaster,6.0,97,ok
4421,1997-08-22,G.I. Jane,6.0,395,ok
14709,1999-01-15,Varsity Blues,6.0,122,ok
10760,2007-09-21,Sydney White,6.0,236,ok
290595,2016-04-06,The Huntsman: Winter's War,6.0,1523,ok
12658,2001-03-30,Someone Like You...,6.0,118,ok
11130,2004-08-06,The Princess Diaries 2: Royal Engagement,6.0,697,ok
14024,2004-08-10,Raise Your Voice,6.0,211,ok
10185,2008-08-07,The Midnight Meat Train,6.0,290,ok
16353,2008-12-04,Ong Bak 2,6.0,152,ok
293646,2015-08-06,The 33,6.0,378,ok
2290,1999-09-16,Jakob the Liar,6.0,90,ok
10192,2010-05-16,Shrek Forever After,6.0,1959,ok
133694,2012-09-23,Promised Land,6.0,243,ok
55180,1998-09-23,The Last Big Thing,6.0,3,ok
9486,2003-04-06,Johnny English,6.0,852,ok
84204,2012-08-10,Grabbers,6.0,140,ok
11699,2009-09-11,The Bad Lieutenant: Port of Call - New Orleans,6.0,326,ok
15512,2009-03-19,Monsters vs Aliens,6.0,1423,ok
9709,2004-08-20,My Summer of Love,6.0,59,ok
39845,2010-06-30,Love Ranch,6.0,21,ok
254904,2014-08-27,The November Man,6.0,639,ok
206284,2013-10-04,Grace Unplugged,6.0,24,ok
342521,2016-04-21,Keanu,6.0,421,ok
125263,1998-04-18,Broken Vessels,6.0,2,ok
25983,2009-04-25,The House of the Devil,6.0,197,ok
38365,2010-06-24,Grown Ups,6.0,1705,ok
6038,2003-02-06,Shanghai Knights,6.0,692,ok
9725,1981-05-01,Friday the 13th Part 2,6.0,315,ok
9896,2001-07-30,Rat Race,6.0,518,ok
109443,2013-12-18,Anchorman 2: The Legend Continues,6.0,923,ok
9991,2001-12-26,Mean Machine,6.0,157,ok
255266,2013-02-14,Dry Spell,6.0,1,ok
29697,2006-10-27,Faith Like Potatoes,6.0,9,ok
23082,2009-09-13,The Invention of Lying,6.0,518,ok
6963,2005-10-20,The Weather Man,6.0,289,ok
11683,2005-06-24,Land of the Dead,6.0,381,ok
10065,2005-04-15,The Amityville Horror,6.0,588,ok
4959,2009-02-03,The International,6.0,368,ok
17277,1964-03-24,The Fall of the Roman Empire,6.0,33,ok
13523,2008-10-16,Sex Drive,6.0,342,ok
26367,2009-09-11,I Can Do Bad All By Myself,6.0,40,ok
72710,2013-03-22,The Host,6.0,1817,ok
27578,2010-08-03,The Expendables,6.0,2926,ok
182291,2004-04-11,On The Downlow,6.0,2,ok
124606,1995-09-09,Bang,6.0,1,ok
1248,2007-02-06,Hannibal Rising,6.0,654,ok
9691,1995-10-06,Assassins,6.0,387,ok
9339,2006-06-22,Click,6.0,2104,ok
44638,2010-12-10,The Tempest,6.0,31,ok
11892,2002-04-19,Murder by Numbers,6.0,268,ok
19457,2000-04-27,The Yards,6.0,97,ok
385636,2015-09-17,Juliet and Alfa Romeo,6.0,1,ok
38780,2009-08-14,Rampage,6.0,131,ok
10028,2003-11-24,Honey,6.0,303,ok
375950,2016-03-23,The Country Doctor,6.0,63,ok
42497,1971-01-01,Pink Narcissus,6.0,9,ok
13960,2006-03-31,ATL,6.0,32,ok
38117,2011-01-21,Beastly,6.0,849,ok
45658,2010-10-15,Everything Must Go,6.0,208,ok
8373,2009-06-19,Transformers: Revenge of the Fallen,6.0,3138,ok
16148,1998-01-30,Zero Effect,6.0,55,ok
33644,1998-08-14,How Stella Got Her Groove Back,6.0,24,ok
9923,2005-09-22,Domino,6.0,444,ok
75638,2012-03-02,Red Lights,6.0,376,ok
254128,2015-05-27,San Andreas,6.0,2968,ok
38428,2007-08-03,"Gandhi, My Father",6.0,2,ok
11665,2008-06-19,Get Smart,6.0,1051,ok
55465,2011-11-04,A Very Harold & Kumar Christmas,6.0,328,ok
9928,2005-03-10,Robots,6.0,1333,ok
38303,2010-09-24,You Again,6.0,368,ok
19901,2009-01-06,Daybreakers,6.0,634,ok
714,1997-12-11,Tomorrow Never Dies,6.0,925,ok
