Date,Nino 3,Label
1943-November-01,-0.45,Cold
1944-November-01,-0.63,LaNinaTemp
1945-November-01,-0.25,Cold
1946-November-01,-0.38,Cold
1947-November-01,-0.52,LaNinaTemp
1948-November-01,-0.32,Cold
1949-November-01,-1.45,LaNinaTemp
1950-November-01,-1.45,LaNinaTemp
1951-November-01,1.03,NinoTemp
1952-November-01,-0.55,LaNinaTemp
1953-November-01,0.13,Warm
1954-November-01,-1.38,LaNinaTemp
1955-November-01,-2.08,LaNinaTemp
1956-November-01,-1.05,LaNinaTemp
1957-November-01,1.02,NinoTemp
1958-November-01,-0.14,Cold
1959-November-01,-0.24,Cold
1960-November-01,-0.74,LaNinaTemp
1961-November-01,-0.32,Cold
1962-November-01,-0.68,LaNinaTemp
1963-November-01,0.67,NinoTemp
1964-November-01,-0.93,LaNinaTemp
1965-November-01,1.43,NinoTemp
1966-November-01,-0.7,LaNinaTemp
1967-November-01,-0.92,LaNinaTemp
1968-November-01,0.37,Warm
1969-November-01,0.85,NinoTemp
1970-November-01,-1.15,LaNinaTemp
1971-November-01,-1.09,LaNinaTemp
1972-November-01,2.15,NinoTemp
1973-November-01,-1.59,LaNinaTemp
1974-November-01,-0.75,LaNinaTemp
1975-November-01,-1.22,LaNinaTemp
1976-November-01,1.05,NinoTemp
1977-November-01,0.58,NinoTemp
1978-November-01,-0.02,Cold
1979-November-01,0.52,NinoTemp
1980-November-01,0.01,Warm
1981-November-01,-0.1,Cold
1982-November-01,2.69,NinoTemp
1983-November-01,-0.79,LaNinaTemp
1984-November-01,-0.98,LaNinaTemp
1985-November-01,-0.68,LaNinaTemp
1986-November-01,0.88,NinoTemp
1987-November-01,1.16,NinoTemp
1988-November-01,-1.84,LaNinaTemp
1989-November-01,-0.34,Cold
1990-November-01,-0.12,Cold
1991-November-01,1.03,NinoTemp
1992-November-01,-0.29,Cold
1993-November-01,0.11,Warm
1994-November-01,0.85,NinoTemp
1995-November-01,-0.75,LaNinaTemp
1996-November-01,-0.49,Cold
1997-November-01,3.22,NinoTemp
1998-November-01,-0.71,LaNinaTemp
1999-November-01,-1.42,LaNinaTemp
2000-November-01,-0.72,LaNinaTemp
2001-November-01,-0.59,LaNinaTemp
2002-November-01,1.24,NinoTemp
2003-November-01,0.35,Warm
2004-November-01,0.49,Warm
2005-November-01,-0.92,LaNinaTemp
2006-November-01,0.93,NinoTemp
2007-November-01,-1.71,LaNinaTemp
2008-November-01,-0.15,Cold
2009-November-01,1.19,NinoTemp
2010-November-01,-1.56,LaNinaTemp
2011-November-01,-1.04,LaNinaTemp
2012-November-01,0.17,Warm
2013-November-01,-0.11,Cold
2014-November-01,0.92,NinoTemp
2015-November-01,2.63,NinoTemp
2016-November-01,-0.48,Cold
2017-November-01,-1.1,LaNinaTemp
2018-November-01,1.0,NinoTemp
1870-December-01,-0.95,LaNinaTemp
1871-December-01,-0.63,LaNinaTemp
1872-December-01,-1.01,LaNinaTemp
1873-December-01,-1.1,LaNinaTemp
1874-December-01,-1.12,LaNinaTemp
1875-December-01,-1.02,LaNinaTemp
1876-December-01,0.29,Warm
1877-December-01,2.56,NinoTemp
1878-December-01,-0.8,LaNinaTemp
1879-December-01,-0.99,LaNinaTemp
1880-December-01,0.06,Warm
1881-December-01,-0.49,Cold
1882-December-01,-0.83,LaNinaTemp
1883-December-01,-0.34,Cold
1884-December-01,0.56,NinoTemp
1885-December-01,0.69,NinoTemp
1886-December-01,-1.44,LaNinaTemp
1887-December-01,0.0,Cold
1888-December-01,1.73,NinoTemp
1889-December-01,-1.05,LaNinaTemp
1890-December-01,-0.6,LaNinaTemp
1891-December-01,-0.1,Cold
1892-December-01,-1.41,LaNinaTemp
1893-December-01,-0.92,LaNinaTemp
1894-December-01,-0.62,LaNinaTemp
1895-December-01,0.54,NinoTemp
1896-December-01,1.6,NinoTemp
1897-December-01,-0.45,Cold
1898-December-01,-0.77,LaNinaTemp
1899-December-01,1.29,NinoTemp
1900-December-01,0.3,Warm
1901-December-01,-0.08,Cold
1902-December-01,1.27,NinoTemp
1903-December-01,-1.17,LaNinaTemp
1904-December-01,0.76,NinoTemp
1905-December-01,0.93,NinoTemp
1906-December-01,-0.65,LaNinaTemp
1907-December-01,-0.21,Cold
1908-December-01,-1.21,LaNinaTemp
1909-December-01,-1.08,LaNinaTemp
1910-December-01,-0.63,LaNinaTemp
1911-December-01,1.46,NinoTemp
1912-December-01,-0.41,Cold
1913-December-01,0.95,NinoTemp
1914-December-01,0.75,NinoTemp
1915-December-01,-0.67,LaNinaTemp
1916-December-01,-1.73,LaNinaTemp
1917-December-01,-1.03,LaNinaTemp
1918-December-01,1.4,NinoTemp
1919-December-01,0.19,Warm
1920-December-01,0.11,Warm
1921-December-01,-0.79,LaNinaTemp
1922-December-01,-0.74,LaNinaTemp
1923-December-01,0.72,NinoTemp
1924-December-01,-0.82,LaNinaTemp
1925-December-01,1.51,NinoTemp
1926-December-01,-0.12,Cold
1927-December-01,-0.04,Cold
1928-December-01,-0.2,Cold
1929-December-01,0.4,Warm
1930-December-01,1.56,NinoTemp
1931-December-01,-0.39,Cold
1932-December-01,-0.43,Cold
1933-December-01,-1.14,LaNinaTemp
1934-December-01,-0.44,Cold
1935-December-01,0.03,Warm
1936-December-01,0.45,Warm
1937-December-01,0.05,Warm
1938-December-01,-1.06,LaNinaTemp
1939-December-01,0.01,Warm
1940-December-01,1.11,NinoTemp
1941-December-01,1.31,NinoTemp
1942-December-01,-1.19,LaNinaTemp
1943-December-01,-0.48,Cold
1944-December-01,-0.58,LaNinaTemp
1945-December-01,-0.54,LaNinaTemp
1946-December-01,-0.19,Cold
1947-December-01,0.13,Warm
1948-December-01,0.21,Warm
1949-December-01,-1.34,LaNinaTemp
1950-December-01,-0.97,LaNinaTemp
1951-December-01,0.81,NinoTemp
1952-December-01,-0.69,LaNinaTemp
1953-December-01,0.08,Warm
1954-December-01,-1.18,LaNinaTemp
1955-December-01,-1.65,LaNinaTemp
1956-December-01,-0.8,LaNinaTemp
1957-December-01,1.16,NinoTemp
1958-December-01,-0.08,Cold
1959-December-01,-0.15,Cold
1960-December-01,-0.32,Cold
1961-December-01,-0.32,Cold
1962-December-01,-0.79,LaNinaTemp
1963-December-01,0.96,NinoTemp
1964-December-01,-1.13,LaNinaTemp
1965-December-01,1.3,NinoTemp
1966-December-01,-0.69,LaNinaTemp
1967-December-01,-0.85,LaNinaTemp
1968-December-01,0.56,NinoTemp
1969-December-01,0.86,NinoTemp
1970-December-01,-1.26,LaNinaTemp
1971-December-01,-1.15,LaNinaTemp
1972-December-01,2.44,NinoTemp
1973-December-01,-1.6,LaNinaTemp
1974-December-01,-0.74,LaNinaTemp
1975-December-01,-1.54,LaNinaTemp
1976-December-01,0.76,NinoTemp
1977-December-01,0.53,NinoTemp
1978-December-01,0.26,Warm
1979-December-01,0.58,NinoTemp
1980-December-01,0.2,Warm
1981-December-01,0.29,Warm
1982-December-01,3.07,NinoTemp
1983-December-01,-0.62,LaNinaTemp
1984-December-01,-1.36,LaNinaTemp
1985-December-01,-0.67,LaNinaTemp
1986-December-01,0.74,NinoTemp
1987-December-01,1.07,NinoTemp
1988-December-01,-1.76,LaNinaTemp
1989-December-01,-0.36,Cold
1990-December-01,-0.03,Cold
1991-December-01,1.32,NinoTemp
1992-December-01,-0.26,Cold
1993-December-01,0.0,Cold
1994-December-01,0.94,NinoTemp
1995-December-01,-0.74,LaNinaTemp
1996-December-01,-0.8,LaNinaTemp
1997-December-01,3.24,NinoTemp
1998-December-01,-1.0,LaNinaTemp
1999-December-01,-1.46,LaNinaTemp
2000-December-01,-0.72,LaNinaTemp
2001-December-01,-0.64,LaNinaTemp
2002-December-01,1.25,NinoTemp
2003-December-01,0.53,NinoTemp
2004-December-01,0.54,NinoTemp
2005-December-01,-1.27,LaNinaTemp
2006-December-01,1.06,NinoTemp
2007-December-01,-1.67,LaNinaTemp
2008-December-01,-0.63,LaNinaTemp
2009-December-01,1.47,NinoTemp
2010-December-01,-1.55,LaNinaTemp
2011-December-01,-0.79,LaNinaTemp
2012-December-01,-0.28,Cold
2013-December-01,-0.02,Cold
2014-December-01,0.8,NinoTemp
2015-December-01,2.65,NinoTemp
2016-December-01,-0.48,Cold
2017-December-01,-1.09,LaNinaTemp
2018-December-01,0.98,NinoTemp
